"Year","District","Block","Crop","Yield"
2015,"Jind","Pillukhera","Cotton","151"
2015,"Jind","Uchana","Cotton","149"
2015,"Jind","Narwana","Cotton","104"
2015,"Mahendergarh","Kanina","Cotton","347"
2015,"Mahendergarh","Sihma","Cotton","347"
2015,"Mahendergarh","Nijampur","Cotton","347"
2015,"Mahendergarh","Mahendergarh","Cotton","347"
2015,"Mahendergarh","Satnali","Cotton","347"
2015,"Mahendergarh","Ateli","Cotton","347"
2015,"Mahendergarh","Narnaul","Cotton","347"
2015,"Mahendergarh","Nangal Chaudhary","Cotton","347"
2015,"Rewari","Rewari","Cotton","189"
2015,"Rewari","Khol","Cotton","189"
2015,"Rewari","Jatusana","Cotton","221"
2015,"Rewari","Bawal","Cotton","189"
2015,"Rewari","Nahar","Cotton","183"
2016,"Hisar","Hansi I","Wheat","4672"
2016,"Hisar","Hansi-II","Wheat","4755"
2016,"Hisar","Narnaund","Wheat","4226"
2016,"Hisar","Hisar I","Wheat","4783"
2016,"Hisar","Hisar II","Wheat","4658"
2016,"Hisar","Barwala","Wheat","4985"
2016,"Hisar","Uklana","Wheat","5279"
2016,"Hisar","Agroha","Wheat","4987"
2016,"Hisar","Adampur","Wheat","4885"
2016,"Fatehabad","Ratia","Wheat","5456"
2016,"Fatehabad","Fatehabad","Wheat","5308"
2016,"Fatehabad","Bhattukalan","Wheat","4926"
2016,"Fatehabad","Bhuna","Wheat","4847"
2016,"Fatehabad","Tohana","Wheat","5234"
2016,"Fatehabad","Jakhal","Wheat","5484"
2016,"Sirsa","Sirsa","Wheat","5427"
2016,"Sirsa","Nathusari","Wheat","4765"
2016,"Sirsa","Baragudha","Wheat","5225"
2016,"Sirsa","Rania","Wheat","5341"
2016,"Sirsa","Ellenabad","Wheat","5306"
2016,"Sirsa","Dabwali","Wheat","4833"
2016,"Sirsa","Odhan","Wheat","4608"
2016,"Bhiwani","Loharu","Wheat","4246"
2016,"Bhiwani","Bhiwani","Wheat","3720"
2016,"Bhiwani","Tosham","Wheat","4422"
2016,"Bhiwani","Bawani Khera","Wheat","4438"
2016,"Bhiwani","Dadri-I","Wheat","4618"
2016,"Bhiwani","Dadri-II","Wheat","4868"
2016,"Bhiwani","Badhra","Wheat","4709"
2016,"Bhiwani","Siwani","Wheat","3510"
2016,"Bhiwani","Kairu","Wheat","4073"
2016,"Bhiwani","Behal","Wheat","4447"
2016,"Rohtak","Lakhan Majra","Wheat","4520"
2016,"Rohtak","Rohtak","Wheat","4451"
2016,"Rohtak","Sampla","Wheat","5037"
2016,"Rohtak","Meham","Wheat","4661"
2016,"Rohtak","Kalanaur","Wheat","4483"
2016,"Jhajjar","Jhajjar","Wheat","5427"
2016,"Jhajjar","Beri","Wheat","4993"
2016,"Jhajjar","Salhawas","Wheat","5427"
2016,"Jhajjar","Matanhail","Wheat","5316"
2016,"Jhajjar","Bahadurgarh","Wheat","4777"
2016,"Sonepat","Sonepat","Wheat","5256"
2016,"Sonepat","Rai","Wheat","5086"
2016,"Sonepat","Kharkhoda","Wheat","5202"
2016,"Sonepat","Gohana","Wheat","5270"
2016,"Sonepat","Kathura","Wheat","4810"
2016,"Sonepat","Mundlana","Wheat","5087"
2016,"Sonepat","Ganaur","Wheat","5199"
2016,"Gurgaon","Gurgaon","Wheat","4264"
2016,"Gurgaon","Farrukh Nagar","Wheat","5033"
2016,"Gurgaon","Sohna","Wheat","4264"
2016,"Gurgaon","Pataudi","Wheat","5094"
2016,"Mewat","Nuh","Wheat","4182"
2016,"Mewat","Tauru","Wheat","4600"
2016,"Mewat","Ferozpur Jhirka","Wheat","4042"
2016,"Mewat","Nagina","Wheat","3801"
2016,"Mewat","Punhana","Wheat","4397"
2016,"Faridabad","Faridabad","Wheat","4777"
2016,"Faridabad","B/garh","Wheat","4651"
2016,"Palwal","Palwal","Wheat","4335"
2016,"Palwal","Hodal","Wheat","4710"
2016,"Palwal","Hassanpur","Wheat","4686"
2016,"Palwal","Hathin","Wheat","4159"
2016,"Panipat","Panipat","Wheat","5134"
2016,"Panipat","Samalkha","Wheat","5244"
2016,"Panipat","Matlauda","Wheat","5408"
2016,"Panipat","Bapoli","Wheat","4976"
2016,"Panipat","Israna","Wheat","4847"
2016,"Karnal","Karnal","Wheat","5377"
2016,"Karnal","Nissing","Wheat","5293"
2016,"Karnal","Indri","Wheat","5431"
2016,"Karnal","Gharaunda","Wheat","5519"
2016,"Karnal","Assandh","Wheat","5075"
2016,"Karnal","Nilokheri","Wheat","4547"
2016,"Kurukshetra","Thanesar","Wheat","4478"
2016,"Kurukshetra","Shahabad","Wheat","4827"
2016,"Kurukshetra","Pehowa","Wheat","4950"
2016,"Kurukshetra","Ladwa","Wheat","4996"
2016,"Kurukshetra","Babain","Wheat","4623"
2016,"Kaithal","Kaithal","Wheat","5006"
2016,"Kaithal","Pundri","Wheat","5110"
2016,"Kaithal","Kalayat","Wheat","5161"
2016,"Kaithal","Rajound","Wheat","4721"
2016,"Kaithal","Gulha","Wheat","4740"
2016,"Kaithal","Siwan","Wheat","5395"
2016,"Ambala","Ambala-I","Wheat","4585"
2016,"Ambala","Ambala-II","Wheat","4825"
2016,"Ambala","Barara","Wheat","4564"
2016,"Ambala","Saha","Wheat","4844"
2016,"Ambala","Naraingarh","Wheat","4098"
2016,"Ambala","Sahazadpur","Wheat","4324"
2016,"Panchkula","Morni","Wheat","1960"
2016,"Panchkula","Barwala","Wheat","4595"
2016,"Panchkula","Raipurrani","Wheat","4678"
2016,"Panchkula","Pinjore","Wheat","3277"
2016,"Yamuna Nagar","Jagadhari","Wheat","4774"
2016,"Yamuna Nagar","Bilaspur","Wheat","4355"
2016,"Yamuna Nagar","Radaur","Wheat","4919"
2016,"Yamuna Nagar","Sadaura","Wheat","3872"
2016,"Yamuna Nagar","Chhachhrauli","Wheat","4538"
2016,"Yamuna Nagar","Mustafabad","Wheat","4182"
2016,"Jind","Jind","Wheat","4900"
2016,"Jind","Julana","Wheat","4812"
2016,"Jind","Alewa","Wheat","4101"
2016,"Jind","Safidon","Wheat","4965"
2016,"Jind","Pillukhera","Wheat","5029"
2016,"Jind","Uchana","Wheat","5147"
2016,"Jind","Narwana","Wheat","5124"
2016,"Mahendergarh","Kanina","Wheat","4752"
2016,"Mahendergarh","Mahendergarh","Wheat","4466"
2016,"Mahendergarh","Satnali","Wheat","4711"
2016,"Mahendergarh","Ateli","Wheat","5421"
2016,"Mahendergarh","Narnaul","Wheat","4598"
2016,"Mahendergarh","Nijampur","Wheat","4711"
2016,"Mahendergarh","Sihma","Wheat","4711"
2016,"Mahendergarh","Nangal Chaudhary","Wheat","4170"
2016,"Rewari","Rewari","Wheat","5012"
2016,"Rewari","Khol","Wheat","4702"
2016,"Rewari","Jatusana","Wheat","5258"
2016,"Rewari","Bawal","Wheat","5242"
2016,"Rewari","Nahar","Wheat","5135"
2016,"Hisar","Hansi I","Gram","1062"
2016,"Hisar","Hansi-II","Gram","1294"
2016,"Hisar","Narnaund","Gram","1647"
2016,"Hisar","Hisar I","Gram","1355"
2016,"Hisar","Hisar II","Gram","1123"
2016,"Hisar","Barwala","Gram","1213"
2016,"Hisar","Uklana","Gram","1364"
2016,"Hisar","Agroha","Gram","1055"
2016,"Hisar","Adampur","Gram","1706"
2016,"Fatehabad","Ratia","Gram","2017"
2016,"Fatehabad","Fatehabad","Gram","1782"
2016,"Fatehabad","Bhattukalan","Gram","1552"
2016,"Fatehabad","Bhuna","Gram","1824"
2016,"Fatehabad","Tohana","Gram","1671"
2016,"Fatehabad","Jakhal","Gram","1667"
2016,"Sirsa","Sirsa","Gram","1658"
2016,"Sirsa","Nathusari","Gram","1307"
2016,"Sirsa","Baragudha","Gram","1469"
2016,"Sirsa","Rania","Gram","1410"
2016,"Sirsa","Ellenabad","Gram","1501"
2016,"Sirsa","Dabwali","Gram","1134"
2016,"Sirsa","Odhan","Gram","1156"
2016,"Bhiwani","Loharu","Gram","1219"
2016,"Bhiwani","Bhiwani","Gram","837"
2016,"Bhiwani","Tosham","Gram","465"
2016,"Bhiwani","Bawani Khera","Gram","1236"
2016,"Bhiwani","Dadri-I","Gram","1350"
2016,"Bhiwani","Dadri-II","Gram","1323"
2016,"Bhiwani","Badhra","Gram","1413"
2016,"Bhiwani","Siwani","Gram","481"
2016,"Bhiwani","Kairu","Gram","713"
2016,"Bhiwani","Behal","Gram","1034"
2016,"Rohtak","Lakhan Majra","Gram","0"
2016,"Rohtak","Rohtak","Gram","1292"
2016,"Rohtak","Sampla","Gram","1482"
2016,"Rohtak","Meham","Gram","2185"
2016,"Rohtak","Kalanaur","Gram","1300"
2016,"Jhajjar","Jhajjar","Gram","1090"
2016,"Jhajjar","Beri","Gram","2858"
2016,"Jhajjar","Salhawas","Gram","0"
2016,"Jhajjar","Matanhail","Gram","1240"
2016,"Jhajjar","Bahadurgarh","Gram","1621"
2016,"Sonepat","Sonepat","Gram","0"
2016,"Sonepat","Rai","Gram","0"
2016,"Sonepat","Kharkhoda","Gram","1984"
2016,"Sonepat","Gohana","Gram","0"
2016,"Sonepat","Kathura","Gram","0"
2016,"Sonepat","Mundlana","Gram","0"
2016,"Sonepat","Ganaur","Gram","0"
2016,"Gurgaon","Gurgaon","Gram","0"
2016,"Gurgaon","Farrukh Nagar","Gram","0"
2016,"Gurgaon","Sohna","Gram","0"
2016,"Gurgaon","Pataudi","Gram","0"
2016,"Mewat","Nuh","Gram","0"
2016,"Mewat","Tauru","Gram","1857"
2016,"Mewat","Ferozpur Jhirka","Gram","1136"
2016,"Mewat","Nagina","Gram","1386"
2016,"Mewat","Punhana","Gram","0"
2016,"Faridabad","Faridabad","Gram","0"
2016,"Faridabad","B/garh","Gram","0"
2016,"Palwal","Palwal","Gram","0"
2016,"Palwal","Hodal","Gram","0"
2016,"Palwal","Hassanpur","Gram","0"
2016,"Palwal","Hathin","Gram","0"
2016,"Panipat","Panipat","Gram","2405"
2016,"Panipat","Samalkha","Gram","0"
2016,"Panipat","Matlauda","Gram","1924"
2016,"Panipat","Bapoli","Gram","0"
2016,"Panipat","Israna","Gram","0"
2016,"Karnal","Karnal","Gram","0"
2016,"Karnal","Nissing","Gram","0"
2016,"Karnal","Indri","Gram","0"
2016,"Karnal","Gharaunda","Gram","0"
2016,"Karnal","Assandh","Gram","0"
2016,"Karnal","Nilokheri","Gram","0"
2016,"Kurukshetra","Thanesar","Gram","0"
2016,"Kurukshetra","Shahabad","Gram","0"
2016,"Kurukshetra","Pehowa","Gram","0"
2016,"Kurukshetra","Ladwa","Gram","0"
2016,"Kurukshetra","Babain","Gram","0"
2016,"Kaithal","Kaithal","Gram","1011"
2016,"Kaithal","Pundri","Gram","1640"
2016,"Kaithal","Kalayat","Gram","0"
2016,"Kaithal","Rajound","Gram","1346"
2016,"Kaithal","Gulha","Gram","2358"
2016,"Kaithal","Siwan","Gram","0"
2016,"Ambala","Ambala-I","Gram","0"
2016,"Ambala","Ambala-II","Gram","0"
2016,"Ambala","Barara","Gram","0"
2016,"Ambala","Saha","Gram","0"
2016,"Ambala","Naraingarh","Gram","0"
2016,"Ambala","Sahazadpur","Gram","0"
2016,"Panchkula","Morni","Gram","0"
2016,"Panchkula","Barwala","Gram","0"
2016,"Panchkula","Raipurrani","Gram","0"
2016,"Panchkula","Pinjore","Gram","662"
2016,"Yamuna Nagar","Jagadhari","Gram","0"
2016,"Yamuna Nagar","Bilaspur","Gram","1760"
2016,"Yamuna Nagar","Radaur","Gram","0"
2016,"Yamuna Nagar","Sadaura","Gram","1383"
2016,"Yamuna Nagar","Chhachhrauli","Gram","1267"
2016,"Yamuna Nagar","Mustafabad","Gram","0"
2016,"Jind","Jind","Gram","1004"
2016,"Jind","Julana","Gram","950"
2016,"Jind","Alewa","Gram","0"
2016,"Jind","Safidon","Gram","1035"
2016,"Jind","Pillukhera","Gram","1848"
2016,"Jind","Uchana","Gram","2356"
2016,"Jind","Narwana","Gram","1089"
2016,"Mahendergarh","Kanina","Gram","2943"
2016,"Mahendergarh","Mahendergarh","Gram","1507"
2016,"Mahendergarh","Satnali","Gram","1285"
2016,"Mahendergarh","Ateli","Gram","2080"
2016,"Mahendergarh","Narnaul","Gram","1572"
2016,"Mahendergarh","Nijampur","Gram","1285"
2016,"Mahendergarh","Sihma","Gram","1285"
2016,"Mahendergarh","Nangal Chaudhary","Gram","898"
2016,"Rewari","Rewari","Gram","0"
2016,"Rewari","Khol","Gram","1430"
2016,"Rewari","Jatusana","Gram","0"
2016,"Rewari","Bawal","Gram","1984"
2016,"Rewari","Nahar","Gram","0"
2016,"Hisar","Hansi I","Barley","3228"
2016,"Hisar","Hansi-II","Barley","3005"
2016,"Hisar","Narnaund","Barley","2893"
2016,"Hisar","Hisar I","Barley","4022"
2016,"Hisar","Hisar II","Barley","3905"
2016,"Hisar","Barwala","Barley","3600"
2016,"Hisar","Uklana","Barley","3570"
2016,"Hisar","Agroha","Barley","4201"
2016,"Hisar","Adampur","Barley","3788"
2016,"Fatehabad","Ratia","Barley","3988"
2016,"Fatehabad","Fatehabad","Barley","3894"
2016,"Fatehabad","Bhattukalan","Barley","3663"
2016,"Fatehabad","Bhuna","Barley","3707"
2016,"Fatehabad","Tohana","Barley","3755"
2016,"Fatehabad","Jakhal","Barley","3177"
2016,"Sirsa","Sirsa","Barley","4024"
2016,"Sirsa","Nathusari","Barley","3221"
2016,"Sirsa","Baragudha","Barley","4121"
2016,"Sirsa","Rania","Barley","3902"
2016,"Sirsa","Ellenabad","Barley","3845"
2016,"Sirsa","Dabwali","Barley","3382"
2016,"Sirsa","Odhan","Barley","3884"
2016,"Bhiwani","Loharu","Barley","3881"
2016,"Bhiwani","Bhiwani","Barley","2974"
2016,"Bhiwani","Tosham","Barley","3460"
2016,"Bhiwani","Bawani Khera","Barley","4041"
2016,"Bhiwani","Dadri-I","Barley","3485"
2016,"Bhiwani","Dadri-II","Barley","4050"
2016,"Bhiwani","Badhra","Barley","4344"
2016,"Bhiwani","Siwani","Barley","2661"
2016,"Bhiwani","Kairu","Barley","3124"
2016,"Bhiwani","Behal","Barley","3715"
2016,"Rohtak","Lakhan Majra","Barley","1455"
2016,"Rohtak","Rohtak","Barley","2790"
2016,"Rohtak","Sampla","Barley","3535"
2016,"Rohtak","Meham","Barley","2469"
2016,"Rohtak","Kalanaur","Barley","3077"
2016,"Jhajjar","Jhajjar","Barley","3913"
2016,"Jhajjar","Beri","Barley","3316"
2016,"Jhajjar","Salhawas","Barley","4599"
2016,"Jhajjar","Matanhail","Barley","4746"
2016,"Jhajjar","Bahadurgarh","Barley","3806"
2016,"Sonepat","Sonepat","Barley","0"
2016,"Sonepat","Rai","Barley","3896"
2016,"Sonepat","Kharkhoda","Barley","3896"
2016,"Sonepat","Gohana","Barley","0"
2016,"Sonepat","Kathura","Barley","0"
2016,"Sonepat","Mundlana","Barley","0"
2016,"Sonepat","Ganaur","Barley","0"
2016,"Gurgaon","Gurgaon","Barley","3397"
2016,"Gurgaon","Farrukh Nagar","Barley","5233"
2016,"Gurgaon","Sohna","Barley","3415"
2016,"Gurgaon","Pataudi","Barley","5457"
2016,"Mewat","Nuh","Barley","3206"
2016,"Mewat","Tauru","Barley","3974"
2016,"Mewat","Ferozpur Jhirka","Barley","3294"
2016,"Mewat","Nagina","Barley","3259"
2016,"Mewat","Punhana","Barley","4056"
2016,"Faridabad","Faridabad","Barley","3658"
2016,"Faridabad","B/garh","Barley","3658"
2016,"Palwal","Palwal","Barley","3285"
2016,"Palwal","Hodal","Barley","3837"
2016,"Palwal","Hassanpur","Barley","2965"
2016,"Palwal","Hathin","Barley","2319"
2016,"Panipat","Panipat","Barley","0"
2016,"Panipat","Samalkha","Barley","0"
2016,"Panipat","Matlauda","Barley","0"
2016,"Panipat","Bapoli","Barley","0"
2016,"Panipat","Israna","Barley","0"
2016,"Karnal","Karnal","Barley","0"
2016,"Karnal","Nissing","Barley","0"
2016,"Karnal","Indri","Barley","0"
2016,"Karnal","Gharaunda","Barley","3658"
2016,"Karnal","Assandh","Barley","0"
2016,"Karnal","Nilokheri","Barley","0"
2016,"Kurukshetra","Thanesar","Barley","0"
2016,"Kurukshetra","Shahabad","Barley","0"
2016,"Kurukshetra","Pehowa","Barley","0"
2016,"Kurukshetra","Ladwa","Barley","0"
2016,"Kurukshetra","Babain","Barley","0"
2016,"Kaithal","Kaithal","Barley","0"
2016,"Kaithal","Pundri","Barley","0"
2016,"Kaithal","Kalayat","Barley","0"
2016,"Kaithal","Rajound","Barley","3009"
2016,"Kaithal","Gulha","Barley","2839"
2016,"Kaithal","Siwan","Barley","0"
2016,"Ambala","Ambala-I","Barley","0"
2016,"Ambala","Ambala-II","Barley","0"
2016,"Ambala","Barara","Barley","0"
2016,"Ambala","Saha","Barley","0"
2016,"Ambala","Naraingarh","Barley","0"
2016,"Ambala","Sahazadpur","Barley","0"
2016,"Panchkula","Morni","Barley","0"
2016,"Panchkula","Barwala","Barley","0"
2016,"Panchkula","Raipurrani","Barley","0"
2016,"Panchkula","Pinjore","Barley","574"
2016,"Yamuna Nagar","Jagadhari","Barley","0"
2016,"Yamuna Nagar","Bilaspur","Barley","0"
2016,"Yamuna Nagar","Radaur","Barley","0"
2016,"Yamuna Nagar","Sadaura","Barley","0"
2016,"Yamuna Nagar","Chhachhrauli","Barley","0"
2016,"Yamuna Nagar","Mustafabad","Barley","0"
2016,"Jind","Jind","Barley","3746"
2016,"Jind","Julana","Barley","3659"
2016,"Jind","Alewa","Barley","0"
2016,"Jind","Safidon","Barley","0"
2016,"Jind","Pillukhera","Barley","0"
2016,"Jind","Uchana","Barley","3870"
2016,"Jind","Narwana","Barley","3820"
2016,"Mahendergarh","Kanina","Barley","3956"
2016,"Mahendergarh","Mahendergarh","Barley","3129"
2016,"Mahendergarh","Satnali","Barley","3279"
2016,"Mahendergarh","Ateli","Barley","4269"
2016,"Mahendergarh","Narnaul","Barley","3564"
2016,"Mahendergarh","Nijampur","Barley","0"
2016,"Mahendergarh","Sihma","Barley","0"
2016,"Mahendergarh","Nangal Chaudhary","Barley","2721"
2016,"Rewari","Rewari","Barley","4969"
2016,"Rewari","Khol","Barley","3365"
2016,"Rewari","Jatusana","Barley","4794"
2016,"Rewari","Bawal","Barley","4435"
2016,"Rewari","Nahar","Barley","4761"
2016,"Hisar","Hansi I","Paddy","2770"
2016,"Hisar","Hansi-II","Paddy","2544"
2016,"Hisar","Narnaund","Paddy","2107"
2016,"Hisar","Hisar I","Paddy","2614"
2016,"Hisar","Hisar II","Paddy","2766"
2016,"Hisar","Barwala","Paddy","2969"
2016,"Hisar","Uklana","Paddy","3327"
2016,"Hisar","Agroha","Paddy","2729"
2016,"Hisar","Adampur","Paddy","3626"
2016,"Fatehabad","Ratia","Paddy","4904"
2016,"Fatehabad","Fatehabad","Paddy","3739"
2016,"Fatehabad","Bhattukalan","Paddy","2969"
2016,"Fatehabad","Bhuna","Paddy","3838"
2016,"Fatehabad","Tohana","Paddy","4351"
2016,"Fatehabad","Jakhal","Paddy","5267"
2016,"Sirsa","Sirsa","Paddy","3744"
2016,"Sirsa","Nathusari","Paddy","2959"
2016,"Sirsa","Baragudha","Paddy","3789"
2016,"Sirsa","Rania","Paddy","3794"
2016,"Sirsa","Ellenabad","Paddy","3629"
2016,"Sirsa","Dabwali","Paddy","3766"
2016,"Sirsa","Odhan","Paddy","3834"
2016,"Bhiwani","Loharu","Paddy","0"
2016,"Bhiwani","Bhiwani","Paddy","1931"
2016,"Bhiwani","Tosham","Paddy","2757"
2016,"Bhiwani","Bawani Khera","Paddy","2829"
2016,"Bhiwani","Dadri-I","Paddy","2212"
2016,"Bhiwani","Dadri-II","Paddy","2252"
2016,"Bhiwani","Badhra","Paddy","0"
2016,"Bhiwani","Siwani","Paddy","3360"
2016,"Bhiwani","Kairu","Paddy","2273"
2016,"Bhiwani","Behal","Paddy","0"
2016,"Rohtak","Lakhan Majra","Paddy","2120"
2016,"Rohtak","Rohtak","Paddy","1827"
2016,"Rohtak","Sampla","Paddy","1935"
2016,"Rohtak","Meham","Paddy","1945"
2016,"Rohtak","Kalanaur","Paddy","1977"
2016,"Jhajjar","Jhajjar","Paddy","2048"
2016,"Jhajjar","Beri","Paddy","2329"
2016,"Jhajjar","Salhawas","Paddy","1815"
2016,"Jhajjar","Matanhail","Paddy","2312"
2016,"Jhajjar","Bahadurgarh","Paddy","2283"
2016,"Sonepat","Sonepat","Paddy","2505"
2016,"Sonepat","Rai","Paddy","2604"
2016,"Sonepat","Kharkhoda","Paddy","2313"
2016,"Sonepat","Gohana","Paddy","2106"
2016,"Sonepat","Kathura","Paddy","2059"
2016,"Sonepat","Mundlana","Paddy","2242"
2016,"Sonepat","Ganaur","Paddy","2595"
2016,"Gurgaon","Gurgaon","Paddy","2371"
2016,"Gurgaon","Farrukh Nagar","Paddy","2703"
2016,"Gurgaon","Sohna","Paddy","2311"
2016,"Gurgaon","Pataudi","Paddy","2328"
2016,"Mewat","Nuh","Paddy","2315"
2016,"Mewat","Tauru","Paddy","2434"
2016,"Mewat","Ferozpur Jhirka","Paddy","0"
2016,"Mewat","Nagina","Paddy","1943"
2016,"Mewat","Punhana","Paddy","2631"
2016,"Faridabad","Faridabad","Paddy","2568"
2016,"Faridabad","B/garh","Paddy","2866"
2016,"Palwal","Palwal","Paddy","2676"
2016,"Palwal","Hodal","Paddy","2378"
2016,"Palwal","Hassanpur","Paddy","3032"
2016,"Palwal","Hathin","Paddy","2623"
2016,"Panipat","Panipat","Paddy","2635"
2016,"Panipat","Samalkha","Paddy","2576"
2016,"Panipat","Matlauda","Paddy","2507"
2016,"Panipat","Bapoli","Paddy","2782"
2016,"Panipat","Israna","Paddy","2470"
2016,"Karnal","Karnal","Paddy","3956"
2016,"Karnal","Nissing","Paddy","4640"
2016,"Karnal","Indri","Paddy","4010"
2016,"Karnal","Gharaunda","Paddy","3419"
2016,"Karnal","Assandh","Paddy","3047"
2016,"Karnal","Nilokheri","Paddy","2865"
2016,"Kurukshetra","Thanesar","Paddy","4149"
2016,"Kurukshetra","Shahabad","Paddy","4537"
2016,"Kurukshetra","Pehowa","Paddy","3806"
2016,"Kurukshetra","Ladwa","Paddy","4216"
2016,"Kurukshetra","Babain","Paddy","4353"
2016,"Kaithal","Kaithal","Paddy","2894"
2016,"Kaithal","Pundri","Paddy","2866"
2016,"Kaithal","Kalayat","Paddy","2815"
2016,"Kaithal","Rajound","Paddy","2692"
2016,"Kaithal","Gulha","Paddy","4002"
2016,"Kaithal","Siwan","Paddy","4919"
2016,"Ambala","Ambala-I","Paddy","3205"
2016,"Ambala","Ambala-II","Paddy","3935"
2016,"Ambala","Barara","Paddy","4274"
2016,"Ambala","Saha","Paddy","3849"
2016,"Ambala","Naraingarh","Paddy","4099"
2016,"Ambala","Sahazadpur","Paddy","3682"
2016,"Panchkula","Morni","Paddy","2834"
2016,"Panchkula","Barwala","Paddy","4090"
2016,"Panchkula","Raipurrani","Paddy","3946"
2016,"Panchkula","Pinjore","Paddy","2896"
2016,"Yamuna Nagar","Jagadhari","Paddy","3944"
2016,"Yamuna Nagar","Bilaspur","Paddy","4074"
2016,"Yamuna Nagar","Radaur","Paddy","3813"
2016,"Yamuna Nagar","Sadaura","Paddy","4168"
2016,"Yamuna Nagar","Chhachhrauli","Paddy","4036"
2016,"Yamuna Nagar","Mustafabad","Paddy","3508"
2016,"Jind","Jind","Paddy","2280"
2016,"Jind","Julana","Paddy","2356"
2016,"Jind","Alewa","Paddy","2281"
2016,"Jind","Safidon","Paddy","2454"
2016,"Jind","Pillukhera","Paddy","2279"
2016,"Jind","Uchana","Paddy","3257"
2016,"Jind","Narwana","Paddy","2804"
2016,"Mahendergarh","Kanina","Paddy","0"
2016,"Mahendergarh","Mahendergarh","Paddy","0"
2016,"Mahendergarh","Satnali","Paddy","0"
2016,"Mahendergarh","Ateli","Paddy","0"
2016,"Mahendergarh","Narnaul","Paddy","0"
2016,"Mahendergarh","Nijampur","Paddy","0"
2016,"Mahendergarh","Sihma","Paddy","0"
2016,"Mahendergarh","Nangal Chaudhary","Paddy","0"
2016,"Rewari","Rewari","Paddy","2286"
2016,"Rewari","Khol","Paddy","1903"
2016,"Rewari","Jatusana","Paddy","1921"
2016,"Rewari","Bawal","Paddy","0"
2016,"Rewari","Nahar","Paddy","0"
2016,"Hisar","Hansi I","Bajra","1732"
2016,"Hisar","Hansi-II","Bajra","1724"
2016,"Hisar","Narnaund","Bajra","1529"
2016,"Hisar","Hisar I","Bajra","1972"
2016,"Hisar","Hisar II","Bajra","1829"
2016,"Hisar","Barwala","Bajra","2117"
2016,"Hisar","Uklana","Bajra","2165"
2016,"Hisar","Agroha","Bajra","2272"
2016,"Hisar","Adampur","Bajra","2187"
2016,"Fatehabad","Ratia","Bajra","1708"
2016,"Fatehabad","Fatehabad","Bajra","2519"
2016,"Fatehabad","Bhattukalan","Bajra","2449"
2016,"Fatehabad","Bhuna","Bajra","2224"
2016,"Fatehabad","Tohana","Bajra","2669"
2016,"Fatehabad","Jakhal","Bajra","2213"
2016,"Sirsa","Sirsa","Bajra","1996"
2016,"Sirsa","Nathusari","Bajra","2015"
2016,"Sirsa","Baragudha","Bajra","2356"
2016,"Sirsa","Rania","Bajra","2558"
2016,"Sirsa","Ellenabad","Bajra","2116"
2016,"Sirsa","Dabwali","Bajra","2942"
2016,"Sirsa","Odhan","Bajra","2750"
2016,"Bhiwani","Loharu","Bajra","1927"
2016,"Bhiwani","Bhiwani","Bajra","1595"
2016,"Bhiwani","Tosham","Bajra","1400"
2016,"Bhiwani","Bawani Khera","Bajra","1942"
2016,"Bhiwani","Dadri-I","Bajra","2154"
2016,"Bhiwani","Dadri-II","Bajra","1848"
2016,"Bhiwani","Badhra","Bajra","1815"
2016,"Bhiwani","Siwani","Bajra","1192"
2016,"Bhiwani","Kairu","Bajra","1659"
2016,"Bhiwani","Behal","Bajra","1262"
2016,"Rohtak","Lakhan Majra","Bajra","1777"
2016,"Rohtak","Rohtak","Bajra","2051"
2016,"Rohtak","Sampla","Bajra","2070"
2016,"Rohtak","Meham","Bajra","1740"
2016,"Rohtak","Kalanaur","Bajra","1856"
2016,"Jhajjar","Jhajjar","Bajra","2247"
2016,"Jhajjar","Beri","Bajra","2785"
2016,"Jhajjar","Salhawas","Bajra","1894"
2016,"Jhajjar","Matanhail","Bajra","1583"
2016,"Jhajjar","Bahadurgarh","Bajra","2393"
2016,"Sonepat","Sonepat","Bajra","2052"
2016,"Sonepat","Rai","Bajra","2182"
2016,"Sonepat","Kharkhoda","Bajra","2150"
2016,"Sonepat","Gohana","Bajra","1727"
2016,"Sonepat","Kathura","Bajra","1982"
2016,"Sonepat","Mundlana","Bajra","1616"
2016,"Sonepat","Ganaur","Bajra","2132"
2016,"Gurgaon","Gurgaon","Bajra","2142"
2016,"Gurgaon","Farrukh Nagar","Bajra","2159"
2016,"Gurgaon","Sohna","Bajra","1459"
2016,"Gurgaon","Pataudi","Bajra","2383"
2016,"Mewat","Nuh","Bajra","2026"
2016,"Mewat","Tauru","Bajra","2218"
2016,"Mewat","Ferozpur Jhirka","Bajra","1880"
2016,"Mewat","Nagina","Bajra","1794"
2016,"Mewat","Punhana","Bajra","2109"
2016,"Faridabad","Faridabad","Bajra","2648"
2016,"Faridabad","B/garh","Bajra","1776"
2016,"Palwal","Palwal","Bajra","1833"
2016,"Palwal","Hodal","Bajra","1609"
2016,"Palwal","Hassanpur","Bajra","1740"
2016,"Palwal","Hathin","Bajra","2111"
2016,"Panipat","Panipat","Bajra","0"
2016,"Panipat","Samalkha","Bajra","1092"
2016,"Panipat","Matlauda","Bajra","2025"
2016,"Panipat","Bapoli","Bajra","1459"
2016,"Panipat","Israna","Bajra","1971"
2016,"Karnal","Karnal","Bajra","0"
