"Year","District","Block","Crop","Yield"
2016,"Karnal","Nissing","Bajra","0"
2016,"Karnal","Indri","Bajra","0"
2016,"Karnal","Gharaunda","Bajra","0"
2016,"Karnal","Assandh","Bajra","2017"
2016,"Karnal","Nilokheri","Bajra","0"
2016,"Kurukshetra","Thanesar","Bajra","0"
2016,"Kurukshetra","Shahabad","Bajra","0"
2016,"Kurukshetra","Pehowa","Bajra","0"
2016,"Kurukshetra","Ladwa","Bajra","0"
2016,"Kurukshetra","Babain","Bajra","0"
2016,"Kaithal","Kaithal","Bajra","1786"
2016,"Kaithal","Pundri","Bajra","1380"
2016,"Kaithal","Kalayat","Bajra","1948"
2016,"Kaithal","Rajound","Bajra","2290"
2016,"Kaithal","Gulha","Bajra","2065"
2016,"Kaithal","Siwan","Bajra","0"
2016,"Ambala","Ambala-I","Bajra","0"
2016,"Ambala","Ambala-II","Bajra","0"
2016,"Ambala","Barara","Bajra","0"
2016,"Ambala","Saha","Bajra","0"
2016,"Ambala","Naraingarh","Bajra","0"
2016,"Ambala","Sahazadpur","Bajra","0"
2016,"Panchkula","Morni","Bajra","0"
2016,"Panchkula","Barwala","Bajra","3749"
2016,"Panchkula","Raipurrani","Bajra","2551"
2016,"Panchkula","Pinjore","Bajra","1281"
2016,"Yamuna Nagar","Jagadhari","Bajra","0"
2016,"Yamuna Nagar","Bilaspur","Bajra","0"
2016,"Yamuna Nagar","Radaur","Bajra","0"
2016,"Yamuna Nagar","Sadaura","Bajra","0"
2016,"Yamuna Nagar","Chhachhrauli","Bajra","0"
2016,"Yamuna Nagar","Mustafabad","Bajra","0"
2016,"Jind","Jind","Bajra","1821"
2016,"Jind","Julana","Bajra","1670"
2016,"Jind","Alewa","Bajra","1481"
2016,"Jind","Safidon","Bajra","2227"
2016,"Jind","Pillukhera","Bajra","1771"
2016,"Jind","Uchana","Bajra","1675"
2016,"Jind","Narwana","Bajra","1928"
2016,"Mahendergarh","Kanina","Bajra","2439"
2016,"Mahendergarh","Mahendergarh","Bajra","1934"
2016,"Mahendergarh","Satnali","Bajra","2472"
2016,"Mahendergarh","Ateli","Bajra","2494"
2016,"Mahendergarh","Narnaul","Bajra","2344"
2016,"Mahendergarh","Nijampur","Bajra","2300"
2016,"Mahendergarh","Sihma","Bajra","2300"
2016,"Mahendergarh","Nangal Chaudhary","Bajra","2300"
2016,"Rewari","Rewari","Bajra","2291"
2016,"Rewari","Khol","Bajra","1851"
2016,"Rewari","Jatusana","Bajra","2437"
2016,"Rewari","Bawal","Bajra","2164"
2016,"Rewari","Nahar","Bajra","2093"
2016,"Hisar","Hansi I","Maize","0"
2016,"Hisar","Hansi-II","Maize","0"
2016,"Hisar","Narnaund","Maize","0"
2016,"Hisar","Hisar I","Maize","4267"
2016,"Hisar","Hisar II","Maize","1949"
2016,"Hisar","Barwala","Maize","0"
2016,"Hisar","Uklana","Maize","3376"
2016,"Hisar","Agroha","Maize","3491"
2016,"Hisar","Adampur","Maize","4127"
2016,"Fatehabad","Ratia","Maize","0"
2016,"Fatehabad","Fatehabad","Maize","0"
2016,"Fatehabad","Bhattukalan","Maize","3498"
2016,"Fatehabad","Bhuna","Maize","0"
2016,"Fatehabad","Tohana","Maize","0"
2016,"Fatehabad","Jakhal","Maize","0"
2016,"Sirsa","Sirsa","Maize","2731"
2016,"Sirsa","Nathusari","Maize","2950"
2016,"Sirsa","Baragudha","Maize","4778"
2016,"Sirsa","Rania","Maize","3496"
2016,"Sirsa","Ellenabad","Maize","2355"
2016,"Sirsa","Dabwali","Maize","2839"
2016,"Sirsa","Odhan","Maize","2610"
2016,"Bhiwani","Loharu","Maize","0"
2016,"Bhiwani","Bhiwani","Maize","3681"
2016,"Bhiwani","Tosham","Maize","0"
2016,"Bhiwani","Bawani Khera","Maize","4597"
2016,"Bhiwani","Dadri-I","Maize","0"
2016,"Bhiwani","Dadri-II","Maize","0"
2016,"Bhiwani","Badhra","Maize","0"
2016,"Bhiwani","Siwani","Maize","0"
2016,"Bhiwani","Kairu","Maize","0"
2016,"Bhiwani","Behal","Maize","0"
2016,"Rohtak","Lakhan Majra","Maize","3400"
2016,"Rohtak","Rohtak","Maize","3400"
2016,"Rohtak","Sampla","Maize","0"
2016,"Rohtak","Meham","Maize","3400"
2016,"Rohtak","Kalanaur","Maize","3400"
2016,"Jhajjar","Jhajjar","Maize","3400"
2016,"Jhajjar","Beri","Maize","0"
2016,"Jhajjar","Salhawas","Maize","0"
2016,"Jhajjar","Matanhail","Maize","0"
2016,"Jhajjar","Bahadurgarh","Maize","3400"
2016,"Sonepat","Sonepat","Maize","4633"
2016,"Sonepat","Rai","Maize","4945"
2016,"Sonepat","Kharkhoda","Maize","4782"
2016,"Sonepat","Gohana","Maize","0"
2016,"Sonepat","Kathura","Maize","0"
2016,"Sonepat","Mundlana","Maize","0"
2016,"Sonepat","Ganaur","Maize","0"
2016,"Gurgaon","Gurgaon","Maize","0"
2016,"Gurgaon","Farrukh Nagar","Maize","0"
2016,"Gurgaon","Sohna","Maize","0"
2016,"Gurgaon","Pataudi","Maize","0"
2016,"Mewat","Nuh","Maize","0"
2016,"Mewat","Tauru","Maize","0"
2016,"Mewat","Ferozpur Jhirka","Maize","0"
2016,"Mewat","Nagina","Maize","0"
2016,"Mewat","Punhana","Maize","0"
2016,"Faridabad","Faridabad","Maize","0"
2016,"Faridabad","B/garh","Maize","0"
2016,"Palwal","Palwal","Maize","0"
2016,"Palwal","Hodal","Maize","0"
2016,"Palwal","Hassanpur","Maize","0"
2016,"Palwal","Hathin","Maize","0"
2016,"Panipat","Panipat","Maize","0"
2016,"Panipat","Samalkha","Maize","0"
2016,"Panipat","Matlauda","Maize","0"
2016,"Panipat","Bapoli","Maize","0"
2016,"Panipat","Israna","Maize","0"
2016,"Karnal","Karnal","Maize","3400"
2016,"Karnal","Nissing","Maize","0"
2016,"Karnal","Indri","Maize","0"
2016,"Karnal","Gharaunda","Maize","0"
2016,"Karnal","Assandh","Maize","0"
2016,"Karnal","Nilokheri","Maize","0"
2016,"Kurukshetra","Thanesar","Maize","0"
2016,"Kurukshetra","Shahabad","Maize","0"
2016,"Kurukshetra","Pehowa","Maize","0"
2016,"Kurukshetra","Ladwa","Maize","0"
2016,"Kurukshetra","Babain","Maize","0"
2016,"Kaithal","Kaithal","Maize","0"
2016,"Kaithal","Pundri","Maize","0"
2016,"Kaithal","Kalayat","Maize","0"
2016,"Kaithal","Rajound","Maize","0"
2016,"Kaithal","Gulha","Maize","0"
2016,"Kaithal","Siwan","Maize","0"
2016,"Ambala","Ambala-I","Maize","0"
2016,"Ambala","Ambala-II","Maize","0"
2016,"Ambala","Barara","Maize","0"
2016,"Ambala","Saha","Maize","2220"
2016,"Ambala","Naraingarh","Maize","2220"
2016,"Ambala","Sahazadpur","Maize","2220"
2016,"Panchkula","Morni","Maize","2868"
2016,"Panchkula","Barwala","Maize","3441"
2016,"Panchkula","Raipurrani","Maize","3246"
2016,"Panchkula","Pinjore","Maize","2705"
2016,"Yamuna Nagar","Jagadhari","Maize","0"
2016,"Yamuna Nagar","Bilaspur","Maize","0"
2016,"Yamuna Nagar","Radaur","Maize","0"
2016,"Yamuna Nagar","Sadaura","Maize","3400"
2016,"Yamuna Nagar","Chhachhrauli","Maize","0"
2016,"Yamuna Nagar","Mustafabad","Maize","0"
2016,"Jind","Jind","Maize","705"
2016,"Jind","Julana","Maize","3400"
2016,"Jind","Alewa","Maize","3815"
2016,"Jind","Safidon","Maize","0"
2016,"Jind","Pillukhera","Maize","0"
2016,"Jind","Uchana","Maize","1178"
2016,"Jind","Narwana","Maize","2011"
2016,"Mahendergarh","Kanina","Maize","0"
2016,"Mahendergarh","Mahendergarh","Maize","0"
2016,"Mahendergarh","Satnali","Maize","0"
2016,"Mahendergarh","Ateli","Maize","0"
2016,"Mahendergarh","Narnaul","Maize","0"
2016,"Mahendergarh","Nijampur","Maize","0"
2016,"Mahendergarh","Sihma","Maize","0"
2016,"Mahendergarh","Nangal Chaudhary","Maize","0"
2016,"Rewari","Rewari","Maize","0"
2016,"Rewari","Khol","Maize","0"
2016,"Rewari","Jatusana","Maize","0"
2016,"Rewari","Bawal","Maize","0"
2016,"Rewari","Nahar","Maize","0"
2016,"Hisar","Hansi I","Sugarcane","69200"
2016,"Hisar","Hansi-II","Sugarcane","71828"
2016,"Hisar","Narnaund","Sugarcane","56800"
2016,"Hisar","Hisar I","Sugarcane","67122"
2016,"Hisar","Hisar II","Sugarcane","67122"
2016,"Hisar","Barwala","Sugarcane","57400"
2016,"Hisar","Uklana","Sugarcane","67122"
2016,"Hisar","Agroha","Sugarcane","67122"
2016,"Hisar","Adampur","Sugarcane","0"
2016,"Fatehabad","Ratia","Sugarcane","0"
2016,"Fatehabad","Fatehabad","Sugarcane","61260"
2016,"Fatehabad","Bhattukalan","Sugarcane","0"
2016,"Fatehabad","Bhuna","Sugarcane","61260"
2016,"Fatehabad","Tohana","Sugarcane","61260"
2016,"Fatehabad","Jakhal","Sugarcane","0"
2016,"Sirsa","Sirsa","Sugarcane","0"
2016,"Sirsa","Nathusari","Sugarcane","80614"
2016,"Sirsa","Baragudha","Sugarcane","0"
2016,"Sirsa","Rania","Sugarcane","0"
2016,"Sirsa","Ellenabad","Sugarcane","0"
2016,"Sirsa","Dabwali","Sugarcane","0"
2016,"Sirsa","Odhan","Sugarcane","0"
2016,"Bhiwani","Loharu","Sugarcane","64400"
2016,"Bhiwani","Bhiwani","Sugarcane","62480"
2016,"Bhiwani","Tosham","Sugarcane","0"
2016,"Bhiwani","Bawani Khera","Sugarcane","71400"
2016,"Bhiwani","Dadri-I","Sugarcane","51560"
2016,"Bhiwani","Dadri-II","Sugarcane","62480"
2016,"Bhiwani","Badhra","Sugarcane","0"
2016,"Bhiwani","Siwani","Sugarcane","0"
2016,"Bhiwani","Kairu","Sugarcane","0"
2016,"Bhiwani","Behal","Sugarcane","0"
2016,"Rohtak","Lakhan Majra","Sugarcane","72839"
2016,"Rohtak","Rohtak","Sugarcane","68926"
2016,"Rohtak","Sampla","Sugarcane","77400"
2016,"Rohtak","Meham","Sugarcane","69354"
2016,"Rohtak","Kalanaur","Sugarcane","71200"
2016,"Jhajjar","Jhajjar","Sugarcane","87200"
2016,"Jhajjar","Beri","Sugarcane","78120"
2016,"Jhajjar","Salhawas","Sugarcane","25400"
2016,"Jhajjar","Matanhail","Sugarcane","75613"
2016,"Jhajjar","Bahadurgarh","Sugarcane","62980"
2016,"Sonepat","Sonepat","Sugarcane","89071"
2016,"Sonepat","Rai","Sugarcane","100000"
2016,"Sonepat","Kharkhoda","Sugarcane","86176"
2016,"Sonepat","Gohana","Sugarcane","83800"
2016,"Sonepat","Kathura","Sugarcane","67980"
2016,"Sonepat","Mundlana","Sugarcane","85500"
2016,"Sonepat","Ganaur","Sugarcane","98969"
2016,"Gurgaon","Gurgaon","Sugarcane","0"
2016,"Gurgaon","Farrukh Nagar","Sugarcane","0"
2016,"Gurgaon","Sohna","Sugarcane","0"
2016,"Gurgaon","Pataudi","Sugarcane","0"
2016,"Mewat","Nuh","Sugarcane","80614"
2016,"Mewat","Tauru","Sugarcane","0"
2016,"Mewat","Ferozpur Jhirka","Sugarcane","0"
2016,"Mewat","Nagina","Sugarcane","0"
2016,"Mewat","Punhana","Sugarcane","80614"
2016,"Faridabad","Faridabad","Sugarcane","0"
2016,"Faridabad","B/garh","Sugarcane","80614"
2016,"Palwal","Palwal","Sugarcane","44803"
2016,"Palwal","Hodal","Sugarcane","50500"
2016,"Palwal","Hassanpur","Sugarcane","67060"
2016,"Palwal","Hathin","Sugarcane","50412"
2016,"Panipat","Panipat","Sugarcane","85000"
2016,"Panipat","Samalkha","Sugarcane","68272"
2016,"Panipat","Matlauda","Sugarcane","93642"
2016,"Panipat","Bapoli","Sugarcane","78622"
2016,"Panipat","Israna","Sugarcane","90625"
2016,"Karnal","Karnal","Sugarcane","88500"
2016,"Karnal","Nissing","Sugarcane","93400"
2016,"Karnal","Indri","Sugarcane","98050"
2016,"Karnal","Gharaunda","Sugarcane","92859"
2016,"Karnal","Assandh","Sugarcane","97600"
2016,"Karnal","Nilokheri","Sugarcane","93517"
2016,"Kurukshetra","Thanesar","Sugarcane","96890"
2016,"Kurukshetra","Shahabad","Sugarcane","81848"
2016,"Kurukshetra","Pehowa","Sugarcane","75960"
2016,"Kurukshetra","Ladwa","Sugarcane","94731"
2016,"Kurukshetra","Babain","Sugarcane","85586"
2016,"Kaithal","Kaithal","Sugarcane","95713"
2016,"Kaithal","Pundri","Sugarcane","93082"
2016,"Kaithal","Kalayat","Sugarcane","97000"
2016,"Kaithal","Rajound","Sugarcane","102000"
2016,"Kaithal","Gulha","Sugarcane","95004"
2016,"Kaithal","Siwan","Sugarcane","95004"
2016,"Ambala","Ambala-I","Sugarcane","71422"
2016,"Ambala","Ambala-II","Sugarcane","78128"
2016,"Ambala","Barara","Sugarcane","79223"
2016,"Ambala","Saha","Sugarcane","80003"
2016,"Ambala","Naraingarh","Sugarcane","93700"
2016,"Ambala","Sahazadpur","Sugarcane","66500"
2016,"Panchkula","Morni","Sugarcane","0"
2016,"Panchkula","Barwala","Sugarcane","91330"
2016,"Panchkula","Raipurrani","Sugarcane","88600"
2016,"Panchkula","Pinjore","Sugarcane","0"
2016,"Yamuna Nagar","Jagadhari","Sugarcane","73912"
2016,"Yamuna Nagar","Bilaspur","Sugarcane","75458"
2016,"Yamuna Nagar","Radaur","Sugarcane","88581"
2016,"Yamuna Nagar","Sadaura","Sugarcane","91529"
2016,"Yamuna Nagar","Chhachhrauli","Sugarcane","77724"
2016,"Yamuna Nagar","Mustafabad","Sugarcane","75285"
2016,"Jind","Jind","Sugarcane","78519"
2016,"Jind","Julana","Sugarcane","68520"
2016,"Jind","Alewa","Sugarcane","73000"
2016,"Jind","Safidon","Sugarcane","74528"
2016,"Jind","Pillukhera","Sugarcane","84750"
2016,"Jind","Uchana","Sugarcane","0"
2016,"Jind","Narwana","Sugarcane","64250"
2016,"Mahendergarh","Kanina","Sugarcane","0"
2016,"Mahendergarh","Mahendergarh","Sugarcane","0"
2016,"Mahendergarh","Satnali","Sugarcane","0"
2016,"Mahendergarh","Ateli","Sugarcane","0"
2016,"Mahendergarh","Narnaul","Sugarcane","0"
2016,"Mahendergarh","Nijampur","Sugarcane","0"
2016,"Mahendergarh","Sihma","Sugarcane","0"
2016,"Mahendergarh","Nangal Chaudhary","Sugarcane","0"
2016,"Rewari","Rewari","Sugarcane","0"
2016,"Rewari","Khol","Sugarcane","0"
2016,"Rewari","Jatusana","Sugarcane","0"
2016,"Rewari","Bawal","Sugarcane","0"
2016,"Rewari","Nahar","Sugarcane","0"
2016,"Hisar","Hansi I","Cotton","537"
2016,"Hisar","Hansi-II","Cotton","585"
2016,"Hisar","Narnaund","Cotton","401"
2016,"Hisar","Hisar I","Cotton","624"
2016,"Hisar","Hisar II","Cotton","696"
2016,"Hisar","Barwala","Cotton","693"
2016,"Hisar","Uklana","Cotton","699"
2016,"Hisar","Agroha","Cotton","686"
2016,"Hisar","Adampur","Cotton","728"
2016,"Fatehabad","Ratia","Cotton","656"
2016,"Fatehabad","Fatehabad","Cotton","677"
2016,"Fatehabad","Bhattukalan","Cotton","726"
2016,"Fatehabad","Bhuna","Cotton","807"
2016,"Fatehabad","Tohana","Cotton","601"
2016,"Fatehabad","Jakhal","Cotton","650"
2016,"Sirsa","Sirsa","Cotton","742"
2016,"Sirsa","Nathusari","Cotton","622"
2016,"Sirsa","Baragudha","Cotton","717"
2016,"Sirsa","Rania","Cotton","679"
2016,"Sirsa","Ellenabad","Cotton","610"
2016,"Sirsa","Dabwali","Cotton","724"
2016,"Sirsa","Odhan","Cotton","756"
2016,"Bhiwani","Loharu","Cotton","524"
2016,"Bhiwani","Bhiwani","Cotton","462"
2016,"Bhiwani","Tosham","Cotton","641"
2016,"Bhiwani","Bawani Khera","Cotton","516"
2016,"Bhiwani","Dadri-I","Cotton","517"
2016,"Bhiwani","Dadri-II","Cotton","564"
2016,"Bhiwani","Badhra","Cotton","442"
2016,"Bhiwani","Siwani","Cotton","608"
2016,"Bhiwani","Kairu","Cotton","450"
2016,"Bhiwani","Behal","Cotton","497"
2016,"Rohtak","Lakhan Majra","Cotton","295"
2016,"Rohtak","Rohtak","Cotton","493"
2016,"Rohtak","Sampla","Cotton","499"
2016,"Rohtak","Meham","Cotton","235"
2016,"Rohtak","Kalanaur","Cotton","341"
2016,"Jhajjar","Jhajjar","Cotton","504"
2016,"Jhajjar","Beri","Cotton","601"
2016,"Jhajjar","Salhawas","Cotton","648"
2016,"Jhajjar","Matanhail","Cotton","478"
2016,"Jhajjar","Bahadurgarh","Cotton","484"
2016,"Sonepat","Sonepat","Cotton","645"
2016,"Sonepat","Rai","Cotton","627"
2016,"Sonepat","Kharkhoda","Cotton","591"
2016,"Sonepat","Gohana","Cotton","592"
2016,"Sonepat","Kathura","Cotton","542"
2016,"Sonepat","Mundlana","Cotton","641"
2016,"Sonepat","Ganaur","Cotton","603"
2016,"Gurgaon","Gurgaon","Cotton","0"
2016,"Gurgaon","Farrukh Nagar","Cotton","170"
2016,"Gurgaon","Sohna","Cotton","406"
2016,"Gurgaon","Pataudi","Cotton","272"
2016,"Mewat","Nuh","Cotton","494"
2016,"Mewat","Tauru","Cotton","360"
2016,"Mewat","Ferozpur Jhirka","Cotton","225"
2016,"Mewat","Nagina","Cotton","714"
2016,"Mewat","Punhana","Cotton","461"
2016,"Faridabad","Faridabad","Cotton","0"
2016,"Faridabad","B/garh","Cotton","1003"
2016,"Palwal","Palwal","Cotton","578"
2016,"Palwal","Hodal","Cotton","413"
2016,"Palwal","Hassanpur","Cotton","548"
2016,"Palwal","Hathin","Cotton","492"
2016,"Panipat","Panipat","Cotton","0"
2016,"Panipat","Samalkha","Cotton","0"
2016,"Panipat","Matlauda","Cotton","0"
2016,"Panipat","Bapoli","Cotton","0"
2016,"Panipat","Israna","Cotton","0"
2016,"Karnal","Karnal","Cotton","0"
2016,"Karnal","Nissing","Cotton","0"
2016,"Karnal","Indri","Cotton","0"
2016,"Karnal","Gharaunda","Cotton","0"
2016,"Karnal","Assandh","Cotton","609"
2016,"Karnal","Nilokheri","Cotton","0"
2016,"Kurukshetra","Thanesar","Cotton","0"
2016,"Kurukshetra","Shahabad","Cotton","0"
2016,"Kurukshetra","Pehowa","Cotton","0"
2016,"Kurukshetra","Ladwa","Cotton","0"
2016,"Kurukshetra","Babain","Cotton","0"
2016,"Kaithal","Kaithal","Cotton","190"
2016,"Kaithal","Pundri","Cotton","579"
2016,"Kaithal","Kalayat","Cotton","537"
2016,"Kaithal","Rajound","Cotton","423"
2016,"Kaithal","Gulha","Cotton","0"
2016,"Kaithal","Siwan","Cotton","0"
2016,"Ambala","Ambala-I","Cotton","0"
2016,"Ambala","Ambala-II","Cotton","0"
2016,"Ambala","Barara","Cotton","0"
2016,"Ambala","Saha","Cotton","0"
2016,"Ambala","Naraingarh","Cotton","0"
2016,"Ambala","Sahazadpur","Cotton","0"
2016,"Panchkula","Morni","Cotton","0"
2016,"Panchkula","Barwala","Cotton","0"
2016,"Panchkula","Raipurrani","Cotton","0"
2016,"Panchkula","Pinjore","Cotton","0"
2016,"Yamuna Nagar","Jagadhari","Cotton","0"
2016,"Yamuna Nagar","Bilaspur","Cotton","0"
2016,"Yamuna Nagar","Radaur","Cotton","0"
2016,"Yamuna Nagar","Sadaura","Cotton","0"
2016,"Yamuna Nagar","Chhachhrauli","Cotton","0"
2016,"Yamuna Nagar","Mustafabad","Cotton","0"
2016,"Jind","Jind","Cotton","395"
2016,"Jind","Julana","Cotton","484"
2016,"Jind","Alewa","Cotton","429"
2016,"Jind","Safidon","Cotton","400"
2016,"Jind","Pillukhera","Cotton","394"
2016,"Jind","Uchana","Cotton","580"
2016,"Jind","Narwana","Cotton","658"
2016,"Mahendergarh","Kanina","Cotton","599"
2016,"Mahendergarh","Mahendergarh","Cotton","545"
2016,"Mahendergarh","Satnali","Cotton","659"
2016,"Mahendergarh","Ateli","Cotton","698"
2016,"Mahendergarh","Narnaul","Cotton","597"
2016,"Mahendergarh","Nijampur","Cotton","588"
2016,"Mahendergarh","Sihma","Cotton","588"
2016,"Mahendergarh","Nangal Chaudhary","Cotton","588"
2016,"Rewari","Rewari","Cotton","443"
2016,"Rewari","Khol","Cotton","432"
2016,"Rewari","Jatusana","Cotton","444"
2016,"Rewari","Bawal","Cotton","570"
2016,"Rewari","Nahar","Cotton","458"
