"","District","Location","Quarter","Depth"
"43","Ambala","Tandwal-DW","May 2015",NA
"44","Ambala","Tejan-DW","May 2015",4.48
"45","Ambala","Tharwa-DW","May 2015",NA
"46","Ambala","Ugala S","May 2015",34.3
"47","Bhiwani","Adampur","May 2015",14.47
"48","Bhiwani","Alak Pura-DW","May 2015",3.62
"49","Bhiwani","Alampur-DW","May 2015",9.8
"50","Bhiwani","Badala","May 2015",3.42
"51","Bhiwani","Bajina","May 2015",12.62
"52","Bhiwani","Bamla","May 2015",6.66
"53","Bhiwani","Baundkalan","May 2015",2.92
"54","Bhiwani","Bhawani khera DW","May 2015",8.9
"55","Bhiwani","Bhawani Khera Pz","May 2015",6.4
"56","Bhiwani","Bhiwani","May 2015",1.98
"57","Bhiwani","Bohal","May 2015",6.5
"58","Bhiwani","Chirya","May 2015",15.46
"59","Bhiwani","Dadri","May 2015",5.15
"60","Bhiwani","Dadri-Pz","May 2015",2.42
"61","Bhiwani","Dhanana","May 2015",1.1
"62","Bhiwani","Gopi","May 2015",58.2
"63","Bhiwani","Gurera","May 2015",15.44
"64","Bhiwani","Gurera-pz","May 2015",14.95
"65","Bhiwani","Haluwas","May 2015",4.15
"66","Bhiwani","Hetampur","May 2015",NA
"67","Bhiwani","Imlota","May 2015",2.59
"68","Bhiwani","Isharwal","May 2015",18.62
"69","Bhiwani","Jhumpa","May 2015",26.44
"70","Bhiwani","Jhumpa Kalan","May 2015",28.42
"71","Bhiwani","Jitwanwas-DW","May 2015",9.02
"72","Bhiwani","Juikalan","May 2015",29.27
"73","Bhiwani","Juikalan Pz","May 2015",29.27
"74","Bhiwani","Kairu-Pz","May 2015",13.97
"75","Bhiwani","Kaloud PZM","May 2015",24.35
"76","Bhiwani","Kasni kalan","May 2015",45.62
"77","Bhiwani","Lachhmanpur","May 2015",9.51
"78","Bhiwani","Lohani","May 2015",8.61
"79","Bhiwani","Manhairu","May 2015",5.55
"80","Bhiwani","Mehra-DW","May 2015",NA
"81","Bhiwani","Mehrana","May 2015",12.26
"82","Bhiwani","Miran","May 2015",1.6
"83","Bhiwani","Miran abd","May 2015",NA
"84","Bhiwani","Miran-Pz","May 2015",4.28
"85","Bhiwani","Nayaatela","May 2015",23.76
"86","Bhiwani","Paju","May 2015",NA
"87","Bhiwani","Pataudi Khurd","May 2015",NA
"88","Bhiwani","Pehladgarh-DW","May 2015",5.25
"89","Bhiwani","Riwasa-DW","May 2015",1.5
"90","Bhiwani","Runhat-DW","May 2015",3.97
"91","Bhiwani","Sagban","May 2015",NA
"92","Bhiwani","Sangwan PZM","May 2015",5.04
"93","Bhiwani","Sanwar","May 2015",4.84
"94","Bhiwani","Singhani-pz","May 2015",73.77
"95","Bhiwani","Sirsa-DW","May 2015",7
"96","Bhiwani","Siwani","May 2015",13.61
"97","Bhiwani","Sui","May 2015",3.25
"98","Bhiwani","Sungarpur","May 2015",12.31
"99","Bhiwani","Tigrana-DW","May 2015",3.26
"100","Bhiwani","Tosham","May 2015",5.09
"101","Bhiwani","Tosham-Pz","May 2015",7.03
"102","Bhiwani","Unn-DW","May 2015",3.7
"103","Faridabad","Achheja","May 2015",7.86
"104","Faridabad","Badraun","May 2015",7.77
"105","Faridabad","Baghaula","May 2015",2.02
"106","Faridabad","Ballabhgarh","May 2015",29.74
"107","Faridabad","Bamnikhera","May 2015",9.57
"108","Faridabad","Banchari-DW","May 2015",7.3
"109","Faridabad","Barauli-Pz","May 2015",10.09
"110","Faridabad","Bazida Pahar-DW","May 2015",5.75
"111","Faridabad","Bhiduki-DW","May 2015",5.65
"112","Faridabad","Bhopani","May 2015",20.07
"113","Faridabad","Bibipur-DW","May 2015",3.25
"114","Faridabad","Dighaut","May 2015",9.34
"115","Faridabad","Gulawad-DW","May 2015",10.1
"116","Faridabad","Hasan pur","May 2015",19
"117","Faridabad","Hathin","May 2015",9.05
"118","Faridabad","Hodel","May 2015",11.4
"119","Faridabad","Jawan- Pz","May 2015",17.52
"120","Faridabad","Khambi","May 2015",3.31
"121","Faridabad","Kheri Jamalpur-DW","May 2015",9.6
"122","Faridabad","Kot","May 2015",NA
"123","Faridabad","Lakhnaka","May 2015",8.08
"124","Faridabad","Lalwa","May 2015",6.84
"125","Faridabad","Mandkola","May 2015",1.02
"126","Faridabad","Manjhawali-DW","May 2015",11.5
"127","Faridabad","Nangal Jat-DW","May 2015",9.45
"128","Faridabad","Pali2","May 2015",25.06
"129","Faridabad","Palwal","May 2015",7.63
"130","Faridabad","Palwal-Pz","May 2015",10.92
"131","Faridabad","Pehladpur-Pz","May 2015",6.75
"132","Faridabad","Pelak-Pz","May 2015",20.15
"133","Faridabad","Phulwari-DW","May 2015",9.85
"134","Faridabad","Pirgarhi- Pz","May 2015",9.69
"135","Faridabad","Rasul Pur","May 2015",6.78
"136","Faridabad","Sanped-DW","May 2015",10.1
"137","Faridabad","Sarai-DW","May 2015",9.7
"138","Faridabad","Sikri1","May 2015",6.1
"139","Faridabad","Tumsara","May 2015",9.58
"140","Fatehabad","Location","May 2015",NA
"141","Fatehabad","Aharwan S","May 2015",48.91
"142","Fatehabad","Badopal","May 2015",2
"143","Fatehabad","Bhattukalan","May 2015",1.73
"144","Fatehabad","Bhattukalan1","May 2015",NA
"145","Fatehabad","Bhattukalan-Pz","May 2015",NA
"146","Fatehabad","Bhodiakhera","May 2015",7.5
"147","Fatehabad","Bhuna","May 2015",16.1
"148","Fatehabad","Chindhar-DW","May 2015",3.15
"149","Fatehabad","Dayar1","May 2015",4.88
"150","Fatehabad","Dhangar-DW","May 2015",9.1
"151","Fatehabad","Dhingsara","May 2015",9.15
"152","Fatehabad","Gorakhpur-DW","May 2015",2.83
"153","Fatehabad","Jandli Kalan","May 2015",4.71
"154","Fatehabad","Kajal Heri-DW","May 2015",2.6
"155","Fatehabad","Kanhari-Pz","May 2015",18.9
"156","Fatehabad","Khara Kheri-DW","May 2015",2.25
"157","Fatehabad","Machiwali-DW","May 2015",4.35
"158","Fatehabad","Mehu Wala Pz","May 2015",4.1
"159","Fatehabad","Munshiwali-Pz","May 2015",49.65
"160","Fatehabad","Nagpur- Pz","May 2015",21.55
"161","Fatehabad","Nahla","May 2015",7.61
"162","Fatehabad","Nangla-DW","May 2015",9.2
"163","Fatehabad","Nikuwana-Pz","May 2015",38.85
"164","Fatehabad","Pilimudari","May 2015",5.48
"165","Fatehabad","Ratia -Pz","May 2015",44.25
"166","Fatehabad","Ratta Khera-Pz","May 2015",34.15
"167","Fatehabad","Sadalpur","May 2015",7.23
"168","Fatehabad","Samain","May 2015",2.64
"169","Fatehabad","Shekhpur Daroli-DW","May 2015",5.48
"170","Fatehabad","Tohana","May 2015",18.4
"171","Gurgaon","Agaon-Pz","May 2015",11.65
"172","Gurgaon","Akaira","May 2015",5.96
"173","Gurgaon","Akbarpur","May 2015",0.91
"174","Gurgaon","Aminabad-DW","May 2015",3
"175","Gurgaon","Badsahapur Ew","May 2015",24.8
"176","Gurgaon","Bandhwari","May 2015",20.1
"177","Gurgaon","Basonda Tripati-Pz","May 2015",24.8
"178","Gurgaon","Bhadas-DW","May 2015",5.8
"179","Gurgaon","Bhondsi Ew","May 2015",25
"180","Gurgaon","Bhora Kalan-Pz","May 2015",38.05
"181","Gurgaon","Bilaspur-Pz","May 2015",25.1
"182","Gurgaon","Budehra-DW","May 2015",8.75
"183","Gurgaon","Chandu Tikly","May 2015",10.07
"184","Gurgaon","Daultabad-Pz","May 2015",10.55
"185","Gurgaon","Farrukh Nagar-Pz","May 2015",21.1
"186","Gurgaon","Fazilpur Badli-Pz","May 2015",24.3
"187","Gurgaon","Firozepur Jhirka","May 2015",13.95
"188","Gurgaon","Gangola-DW","May 2015",5.7
"189","Gurgaon","Gudhana-Pz","May 2015",30.55
"190","Gurgaon","Gulaltha","May 2015",0.28
"191","Gurgaon","Gurgaon Pz","May 2015",39.89
"192","Gurgaon","Harchandpur Pz","May 2015",24.25
"193","Gurgaon","Indri","May 2015",3.67
"194","Gurgaon","Jamalpur-Pz","May 2015",35.01
"195","Gurgaon","Jaraon Pz","May 2015",13.22
"196","Gurgaon","Jhandu Sarai-Pz","May 2015",17.35
"197","Gurgaon","Kadipur","May 2015",30.85
"198","Gurgaon","Kasan","May 2015",36.5
"199","Gurgaon","Khera Khurrampur-Pz","May 2015",17.95
"200","Gurgaon","Kherla","May 2015",35.8
"201","Gurgaon","Luhingakalan","May 2015",4.35
"202","Gurgaon","Malab","May 2015",4.48
"203","Gurgaon","Meoka-Pz","May 2015",18.09
"204","Gurgaon","Mouzabad","May 2015",35.84
"205","Gurgaon","Mubarakpur","May 2015",13.15
"206","Gurgaon","Nagina","May 2015",5.89
"207","Gurgaon","Naharika-Pz","May 2015",19
"208","Gurgaon","Nuh","May 2015",NA
"209","Gurgaon","Nuh1","May 2015",2.85
"210","Gurgaon","Nurgarh-Pz","May 2015",19.2
"211","Gurgaon","Pataudi-Pz","May 2015",38.45
"212","Gurgaon","Pinangwan-Pz","May 2015",2.15
"213","Gurgaon","Pipaka","May 2015",34.2
"214","Gurgaon","Pipaka-Shashola","May 2015",33.95
"215","Gurgaon","Punhana","May 2015",13.35
"216","Gurgaon","Punhana-Pz","May 2015",11.15
"217","Gurgaon","Rathiwas","May 2015",13.6
"218","Gurgaon","Sarauli-DW","May 2015",1.7
"219","Gurgaon","Sidrawali-Pz","May 2015",26.95
"220","Gurgaon","Sikarwa","May 2015",3.45
"221","Gurgaon","Siwari-Pz","May 2015",17
"222","Gurgaon","Sohna","May 2015",37.64
"223","Gurgaon","Wazirpur-Pz","May 2015",17.53
"224","Hisar","Adampur S","May 2015",4.8
"225","Hisar","Adampur-Pz","May 2015",4.2
"226","Hisar","Agroha abd","May 2015",11.38
"227","Hisar","Agroha-Pz","May 2015",8.52
"228","Hisar","Badchappar","May 2015",1.2
"229","Hisar","Balawas1","May 2015",14.6
"230","Hisar","Balsamand","May 2015",14.4
"231","Hisar","Banbhauri-Pz","May 2015",6.25
"232","Hisar","Barwala abd","May 2015",NA
"233","Hisar","Barwala-Pz","May 2015",12.46
"234","Hisar","Bas","May 2015",1.35
"235","Hisar","Basra","May 2015",18.1
"236","Hisar","Behbalpur-Pz","May 2015",3.6
"237","Hisar","Bhotal Jattan-DW","May 2015",1.9
"238","Hisar","Bithmara-DW","May 2015",9.32
"239","Hisar","Chanaut","May 2015",4.61
"240","Hisar","Chann-DW","May 2015",7.15
"241","Hisar","Chaudhriwali","May 2015",14.85
"242","Hisar","Chawdhariwas","May 2015",9.73
"243","Hisar","Datta-DW","May 2015",8.05
"244","Hisar","Deva-DW","May 2015",3.4
"245","Hisar","Dhand-DW","May 2015",2.03
"246","Hisar","Dhansu","May 2015",4.65
"247","Hisar","Durjanpur-Pz","May 2015",8.48
"248","Hisar","Ghursal-Pz","May 2015",7.48
"249","Hisar","Gurana","May 2015",2.1
"250","Hisar","Hissar","May 2015",9.73
"251","Hisar","Hissar-Pz","May 2015",7.3
"252","Hisar","Jaga Bara-DW","May 2015",9
"253","Hisar","Juglan","May 2015",9.37
"254","Hisar","Kanoh-Pz","May 2015",NA
"255","Hisar","Khanda Kheri-Pz","May 2015",8.42
"256","Hisar","Kherijalab","May 2015",9.05
"257","Hisar","Kherijalab-Pz","May 2015",6.1
"258","Hisar","Khotkalan","May 2015",10.66
"259","Hisar","Kirori","May 2015",14.2
"260","Hisar","Kirtan","May 2015",11.3
"261","Hisar","Ladwi-DW","May 2015",4.95
"262","Hisar","Litani-DW","May 2015",5.03
"263","Hisar","Mangali-Pz","May 2015",5.05
"264","Hisar","Mehanda-DW","May 2015",5.85
"265","Hisar","Mirka","May 2015",3.23
"266","Hisar","Moda Khera-DW","May 2015",4.55
"267","Hisar","Mothmajri","May 2015",10.07
"268","Hisar","Narnaud S","May 2015",10.42
"269","Hisar","Pali-DW","May 2015",12
"270","Hisar","Rajthal1","May 2015",12.9
"271","Hisar","Samani","May 2015",NA
"272","Hisar","Sorkhi-Pz","May 2015",2.2
"273","Hisar","Talwani Badshahpur-
DW","May 2015",8.15
"274","Hisar","Talwani Rana-DW","May 2015",12
"275","Hisar","Thurana-DW","May 2015",1.85
"276","Hisar","Umra","May 2015",6.77
"277","Jhajjar","Location","May 2015",NA
"278","Jhajjar","Asanda-DW","May 2015",4.3
"279","Jhajjar","Badli","May 2015",5.63
"280","Jhajjar","Bagoa","May 2015",3.39
"281","Jhajjar","Bahadurgarh","May 2015",NA
"282","Jhajjar","Beri","May 2015",2.39
"283","Jhajjar","Bhurawas-Pz","May 2015",NA
"284","Jhajjar","Chamanpura","May 2015",2.82
"285","Jhajjar","Chhara","May 2015",5.41
"286","Jhajjar","Chuchakwas","May 2015",4.37
"287","Jhajjar","Dehkora-DW","May 2015",NA
"288","Jhajjar","Dighal","May 2015",NA
"289","Jhajjar","Dubhaldhan","May 2015",5.4
"290","Jhajjar","Dulhera","May 2015",3.73
"291","Jhajjar","Gabhana","May 2015",1.86
"292","Jhajjar","Goria-DW","May 2015",2.39
"293","Jhajjar","Hasanpur","May 2015",5.63
"294","Jhajjar","Jakhoda-DW","May 2015",NA
"295","Jhajjar","Jhajjar","May 2015",2.94
"296","Jhajjar","Jhajjar1","May 2015",2.35
"297","Jhajjar","Jharli","May 2015",11.68
"298","Jhajjar","Kaliawas- DW","May 2015",3.13
"299","Jhajjar","Kamalgarh-DW","May 2015",5.46
"300","Jhajjar","Kheri Asra DW","May 2015",5.28
"301","Jhajjar","Kherka Gujjar- DW","May 2015",3.42
"302","Jhajjar","Kulasi","May 2015",0.62
"303","Jhajjar","Lakeria- DW","May 2015",1.38
"304","Jhajjar","Lohari- Pz","May 2015",NA
"305","Jhajjar","Matanhail-Pz","May 2015",2.37
"306","Jhajjar","Mudsa","May 2015",1.02
"307","Jhajjar","Salhawas","May 2015",3.7
"308","Jhajjar","Sasroli-DW","May 2015",17.87
"309","Jhajjar","Silana-DW","May 2015",4.48
"310","Jhajjar","Subnah","May 2015",2.44
"311","Jhajjar","Wazirpur","May 2015",1.73
"312","Jhajjar","Yaqubpur","May 2015",6.12
"313","Jind","Alewa","May 2015",36
"314","Jind","Alewa Pz","May 2015",32.05
"315","Jind","Anta-Pz","May 2015",14.4
"316","Jind","Baroda","May 2015",14.9
"317","Jind","Belrakha","May 2015",3.45
"318","Jind","Bhambewa-DW","May 2015",4.62
"319","Jind","Bhana Barahman-DW","May 2015",6.1
"320","Jind","Bhongra-Dw","May 2015",16.9
"321","Jind","Bhuslana-Pz","May 2015",15.69
"322","Jind","Bibipur-OW","May 2015",17.9
"323","Jind","Brahmanwas","May 2015",9.17
"324","Jind","Chhabri","May 2015",4.86
"325","Jind","Dalamwala-DW","May 2015",27.5
"326","Jind","Danoda Khurd-Pz","May 2015",4.1
"327","Jind","Dhigana-DW","May 2015",3.2
"328","Jind","Dorana Pz","May 2015",24.96
"329","Jind","Ganda Khera-DW","May 2015",15.05
"330","Jind","Gangoli-DW","May 2015",2.7
"331","Jind","Ghaso","May 2015",17
"332","Jind","Gurusar-DW","May 2015",6.5
"333","Jind","Hasanpur-Pz","May 2015",35.89
"334","Jind","Igra","May 2015",14.05
"335","Jind","Jamni-DW","May 2015",12.06
"336","Jind","Jhamula","May 2015",4.38
"337","Jind","Jhanj Kalan","May 2015",16.29
"338","Jind","Jind-Pz","May 2015",23.8
"339","Jind","Julana Pz","May 2015",6.7
"340","Jind","Kalwan","May 2015",22.58
"341","Jind","Kalwan-Pz","May 2015",22.58
"342","Jind","Kandela-Pz","May 2015",27.3
"343","Jind","Karela-DW","May 2015",5
"344","Jind","Karsola-DW","May 2015",3.7
"345","Jind","Kharwal","May 2015",16.1
"346","Jind","Khatkaran","May 2015",13.84
"347","Jind","Lajwana Kalan","May 2015",2
"348","Jind","Lochap Pz","May 2015",14.26
"349","Jind","Ludhana","May 2015",2.13
"350","Jind","Mandi Kalan-DW","May 2015",13.5
"351","Jind","Mohal Khera Pz","May 2015",4.87
"352","Jind","Narwana","May 2015",2.52
"353","Jind","Narwana S-Pz","May 2015",2.7
"354","Jind","Pega-DW","May 2015",17.15
"355","Jind","Pillukhera","May 2015",NA
"356","Jind","Pillukhera-Pz","May 2015",6.8
"357","Jind","Pipaltha-Pz","May 2015",32.05
"358","Jind","Pokerikheri-Pz","May 2015",20.8
"359","Jind","Rajpura-Pz","May 2015",20.4
"360","Jind","Rasidan Pz","May 2015",31.6
"361","Jind","Safidon (s)","May 2015",16.23
"362","Jind","Safidon 1(s)","May 2015",14.26
"363","Jind","Sahanpur-Pz","May 2015",17.27
"364","Jind","Shanpur-Pz","May 2015",NA
"365","Jind","Uchana","May 2015",18.92
"366","Jind","Uchana Pz","May 2015",19.68
"367","Kaithal","Bakal-DW","May 2015",18
"368","Kaithal","Balbehra-Pz","May 2015",31.89
"369","Kaithal","Balu-DW","May 2015",NA
"370","Kaithal","Barsana-Pz","May 2015",22.6
"371","Kaithal","Bhana-Pz","May 2015",14.78
"372","Kaithal","Chika-Pz","May 2015",40.25
"373","Kaithal","Dhandh-Pz","May 2015",28.9
"374","Kaithal","Dhons-Pz","May 2015",27.9
"375","Kaithal","Dhunderheri-DW","May 2015",NA
"376","Kaithal","Guhna","May 2015",25.09
"377","Kaithal","Harigarh Kingan-Pz","May 2015",33.1
"378","Kaithal","Jakhauli-Pz","May 2015",11.47
"379","Kaithal","Jandaula-Pz","May 2015",29.56
"380","Kaithal","Jateri","May 2015",21.2
"381","Kaithal","Kaithal S","May 2015",24.9
"382","Kaithal","Kalayat","May 2015",NA
"383","Kaithal","Kalayat S","May 2015",3.73
"384","Kaithal","Kalesar-DW","May 2015",10.36
"385","Kaithal","Kamalpur-DW","May 2015",9.5
"386","Kaithal","Kaul-Pz","May 2015",28.1
"387","Kaithal","Kelaram","May 2015",8.28
"388","Kaithal","Khanpur-Pz","May 2015",35.73
"389","Kaithal","Kheorak-Pz","May 2015",32.8
"390","Kaithal","Kheri Lamba-DW","May 2015",3.52
"391","Kaithal","Kheri Raowali-DW","May 2015",11.84
"392","Kaithal","Manas","May 2015",NA
"393","Kaithal","Manaspatti-Pz","May 2015",39.4
"394","Kaithal","Mataur","May 2015",8.31
"395","Kaithal","Mundri","May 2015",17.54
"396","Kaithal","Padla 1(s)","May 2015",39.11
"397","Kaithal","Pai-DW","May 2015",19.85
"398","Kaithal","Peoda","May 2015",NA
"399","Kaithal","Peoda_Pz","May 2015",12.72
"400","Kaithal","Pharal","May 2015",NA
"401","Kaithal","Pundri(s)","May 2015",23.39
"402","Kaithal","Rajaund-Pz","May 2015",14.1
"403","Kaithal","Ram Garh-DW","May 2015",2.3
"404","Kaithal","Rasulpur Ghamri-Pz","May 2015",41.1
"405","Kaithal","Serdha-DW","May 2015",NA
"406","Kaithal","Sirsal-Pz","May 2015",25.94
"407","Kaithal","Siwan-Pz","May 2015",40.48
"408","Kaithal","Solu Majra-Pz","May 2015",26.9
"409","Kaithal","Songri-DW","May 2015",13.8
"410","Kaithal","Tik","May 2015",NA
"411","Karnal","Ajanthali-Pz","May 2015",NA
"412","Karnal","Amin S","May 2015",NA
"413","Karnal","Anchla-Pz","May 2015",11.95
"414","Karnal","Andhera-PZ","May 2015",NA
"415","Karnal","Anjanthali-Pz","May 2015",24.27
"416","Karnal","Assandh-Pz","May 2015",15.63
"417","Karnal","Badson- PZ","May 2015",NA
"418","Karnal","Balhera-s","May 2015",11.13
"419","Karnal","Balla- Pz","May 2015",NA
"420","Karnal","Bastali","May 2015",26.48
"421","Karnal","Budanpur-Pz","May 2015",8.87
"422","Karnal","Chaura-Pz","May 2015",NA
"423","Karnal","Chorkharsa-Pz","May 2015",28.13
"424","Karnal","Dadupur Khurd-Pz","May 2015",16
"425","Karnal","Darar","May 2015",NA
"426","Karnal","Domsi D","May 2015",NA
"427","Karnal","Dupedi-DW","May 2015",NA
"428","Karnal","Faridpur-Pz","May 2015",25.41
"429","Karnal","Gangateri-Pz","May 2015",NA
"430","Karnal","Gangatheri","May 2015",24.36
"431","Karnal","Garhi Khajur S","May 2015",15.22
"432","Karnal","Ghiar-Pz","May 2015",8.48
"433","Karnal","Gondar-Pz","May 2015",24.69
"434","Karnal","Gondhar","May 2015",NA
"435","Karnal","Indri","May 2015",10.92
"436","Karnal","Jaisingh Pura-Dw","May 2015",19.06
"437","Karnal","Jalmana PZ","May 2015",24.25
"438","Karnal","Jaroli Khurd-Pz","May 2015",NA
"439","Karnal","Jhanjari-Pz","May 2015",16.12
"440","Karnal","Jundla1","May 2015",18.52
"441","Karnal","Kachhwa Pz","May 2015",19.37
"442","Karnal","Kalri Jagir S","May 2015",3.56
"443","Karnal","Kalsi","May 2015",NA
"444","Karnal","Kohnd S","May 2015",NA
"445","Karnal","Kurlan-Pz","May 2015",20.89
"446","Karnal","Kutail S","May 2015",23.59
"447","Karnal","Majra Roran","May 2015",21.93
"448","Karnal","Manak Majra-Pz","May 2015",24.69
"449","Karnal","Mehmadpur-Pz","May 2015",12.56
"450","Karnal","Mohidinpur-Pz","May 2015",NA
"451","Karnal","Mound S","May 2015",24.14
"452","Karnal","Mound S","May 2015",NA
"453","Karnal","Munak","May 2015",5.86
"454","Karnal","Nalipur-Pz","May 2015",13.89
"455","Karnal","Nalvi Kalan-Pz","May 2015",NA
"456","Karnal","Nanhera","May 2015",7.75
"457","Karnal","Nasirpur-Pz","May 2015",11.13
"458","Karnal","Nisang-Pz","May 2015",NA
"459","Karnal","Nisang-S","May 2015",29.96
"460","Karnal","Padhana-DW","May 2015",19.33
"461","Karnal","Phurlak S","May 2015",20.53
"462","Karnal","Phusgarh-Pz","May 2015",21.53
"463","Karnal","Rambha-Pz","May 2015",8.57
"464","Karnal","Randauli-Pz","May 2015",8.97
"465","Karnal","Rattak-Pz","May 2015",24.99
"466","Karnal","Sagga-Pz","May 2015",22.33
"467","Karnal","Salwan-B","May 2015",19.92
"468","Karnal","Sambli-Pz-M","May 2015",NA
"469","Karnal","Sambli-Pz-S","May 2015",22.27
"470","Karnal","Samora1","May 2015",NA
"471","Karnal","Taraori-Pz","May 2015",22.43
"472","Karnal","Udana-Pz","May 2015",34.46
"473","Kurukshetra","Adhoya-Pz","May 2015",34.6
"474","Kurukshetra","Bachki-Pz","May 2015",30.77
"475","Kurukshetra","Baronda-Pz","May 2015",19.9
"476","Kurukshetra","Bateri","May 2015",31.25
"477","Kurukshetra","Berthala S","May 2015",36.33
"478","Kurukshetra","Bodhni (s)","May 2015",34.27
"479","Kurukshetra","Chhapra-Pz","May 2015",34
"480","Kurukshetra","Dabkhera-Pz","May 2015",NA
"481","Kurukshetra","Ishaque S","May 2015",29.87
"482","Kurukshetra","Ismilabad-St-Pz","May 2015",38.1
"483","Kurukshetra","Jansa-Pz","May 2015",39.6
"484","Kurukshetra","Jogna Khera-Pz","May 2015",29.6
"485","Kurukshetra","Kaulapur S","May 2015",34.76
"486","Kurukshetra","Kharindwa","May 2015",NA
"487","Kurukshetra","Kirmach-St-Pz","May 2015",NA
"488","Kurukshetra","Lohara-Pz","May 2015",38.6
"489","Kurukshetra","Lukhi-Pz","May 2015",33.2
"490","Kurukshetra","Malikpur-Singhpura-Pz","May 2015",38
"491","Kurukshetra","Mohri-Dw","May 2015",6.47
"492","Kurukshetra","Mohri-Pz","May 2015",32
"493","Kurukshetra","Murtzapur-Pz","May 2015",NA
"494","Kurukshetra","Naisi-Pz","May 2015",38.25
"495","Kurukshetra","Nalvi","May 2015",NA
"496","Kurukshetra","Pehowa 3 (s)","May 2015",35.92
"497","Kurukshetra","Ram Sharan Majra-Pz","May 2015",NA
"498","Kurukshetra","Samalkhi-Pz","May 2015",46.01
"499","Kurukshetra","Sirsala-Pz","May 2015",34.86
"500","Kurukshetra","Tangore-Pz","May 2015",39.75
"501","Kurukshetra","Umri-Pz","May 2015",34.27
"502","Mahendragarh","Atali-DW","May 2015",26.25
"503","Mahendragarh","Barda-DW","May 2015",83.4
"504","Mahendragarh","Bayal","May 2015",26.7
"505","Mahendragarh","Berundla-DW","May 2015",NA
"506","Mahendragarh","Bhojawas-DW","May 2015",NA
"507","Mahendragarh","Buwana-Pz","May 2015",48.65
"508","Mahendragarh","Chelawas-DW","May 2015",NA
"509","Mahendragarh","Datal-DW","May 2015",32.6
"510","Mahendragarh","Deroli Ahir","May 2015",4.8
"511","Mahendragarh","Deroli Ahir1","May 2015",10.53
"512","Mahendragarh","Dhancholi-DW","May 2015",34.6
"513","Mahendragarh","Faizabad-DW","May 2015",18.55
"514","Mahendragarh","Kalba-DW","May 2015",NA
"515","Mahendragarh","Kharkara Bas-DW","May 2015",14.4
"516","Mahendragarh","Khatodra-Pz","May 2015",80.33
"517","Mahendragarh","Kheri","May 2015",17.2
"518","Mahendragarh","Kheri-Pz","May 2015",NA
"519","Mahendragarh","Khodana-DW","May 2015",NA
"520","Mahendragarh","Khodma-DW","May 2015",92.5
"521","Mahendragarh","Kultajpur-DW","May 2015",NA
"522","Mahendragarh","Lukhi","May 2015",15.64
"523","Mahendragarh","Nagal Kalia-DW","May 2015",52.1
"524","Mahendragarh","Narnaul","May 2015",10.42
"525","Mahendragarh","Pachnota-DW","May 2015",22.6
"526","Mahendragarh","Pali-Pz","May 2015",34.25
"527","Mahendragarh","Pathera-DW","May 2015",NA
"528","Mahendragarh","Said Alipur-DW","May 2015",NA
"529","Mahendragarh","Shelang-DW","May 2015",NA
"530","Mahendragarh","Tazpur-Pz","May 2015",65.6
"531","Panchkula","Batour","May 2015",NA
"532","Panchkula","Bunga At Dabkhori-DW","May 2015",NA
"533","Panchkula","Devnagar(Panchkula)","May 2015",9.77
