"","District","Location","Quarter","Depth"
"1453","HISAR","Narnaud S","January 2014",NA
"1454","HISAR","Rajli Cross","January 2014",NA
"1455","HISAR","Rajthal1","January 2014",NA
"1456","HISAR","Samani","January 2014",NA
"1457","HISAR","Sorkhi-Pz","January 2014",NA
"1458","HISAR","Umra","January 2014",NA
"1459","JHAJJAR","Badli","January 2014",NA
"1460","JHAJJAR","Bagoa","January 2014",1.5
"1461","JHAJJAR","Bahadurgarh","January 2014",NA
"1462","JHAJJAR","Chamanpura","January 2014",NA
"1463","JHAJJAR","Chhara","January 2014",NA
"1464","JHAJJAR","Chuchakwas","January 2014",5.71
"1465","JHAJJAR","Dighal","January 2014",NA
"1466","JHAJJAR","Dubhaldhan","January 2014",NA
"1467","JHAJJAR","Dulhera","January 2014",2.83
"1468","JHAJJAR","Gabhana","January 2014",NA
"1469","JHAJJAR","Jhajjar","January 2014",NA
"1470","JHAJJAR","Jhajjar1","January 2014",NA
"1471","JHAJJAR","Kulasi","January 2014",NA
"1472","JHAJJAR","Majra Deswal","January 2014",NA
"1473","JHAJJAR","Mudsa","January 2014",NA
"1474","JHAJJAR","Sankol","January 2014",NA
"1475","JHAJJAR","Subnah","January 2014",NA
"1476","JHAJJAR","Wazirpur","January 2014",NA
"1477","JIND","Alewa","January 2014",NA
"1478","JIND","Alewa Pz","January 2014",NA
"1479","JIND","ATI Krishna1(s)","January 2014",NA
"1480","JIND","Baroda","January 2014",NA
"1481","JIND","Bhuslana-Pz","January 2014",NA
"1482","JIND","Brahmanwas","January 2014",NA
"1483","JIND","Chhabri","January 2014",NA
"1484","JIND","Dhandauli Pz","January 2014",NA
"1485","JIND","Dorana Pz","January 2014",NA
"1486","JIND","Ghaso","January 2014",NA
"1487","JIND","Jhamula","January 2014",NA
"1488","JIND","Julana Pz","January 2014",6
"1489","JIND","Kharwal","January 2014",NA
"1490","JIND","Khatkaran","January 2014",NA
"1491","JIND","Korar","January 2014",NA
"1492","JIND","Mohal Khera Pz","January 2014",NA
"1493","JIND","Narwana S","January 2014",NA
"1494","JIND","Narwana S-Pz","January 2014",NA
"1495","JIND","Pillukhera","January 2014",NA
"1496","JIND","Safidon (s)","January 2014",NA
"1497","JIND","Safidon 1(s)","January 2014",NA
"1498","JIND","Uchana","January 2014",NA
"1499","JIND","Uchana Pz","January 2014",NA
"1500","KAITHAL","Guhna","January 2014",25.58
"1501","KAITHAL","Jakhauli-Pz","January 2014",10.4
"1502","KAITHAL","Jandaula-Pz","January 2014",NA
"1503","KAITHAL","Jateri","January 2014",NA
"1504","KAITHAL","Kalayat","January 2014",NA
"1505","KAITHAL","Kalayat S","January 2014",NA
"1506","KAITHAL","Kathana-Pz","January 2014",13.15
"1507","KAITHAL","Kelaram","January 2014",NA
"1508","KAITHAL","Kheorak-Pz","January 2014",NA
"1509","KAITHAL","Manaspatti-Pz","January 2014",34.7
"1510","KAITHAL","Mataur","January 2014",NA
"1511","KAITHAL","Mundri","January 2014",NA
"1512","KAITHAL","Padla 1(s)","January 2014",NA
"1513","KAITHAL","Peoda_Pz","January 2014",10.7
"1514","KAITHAL","Pundri(s)","January 2014",NA
"1515","KAITHAL","Rajaund-Pz","January 2014",NA
"1516","KAITHAL","Rajound S","January 2014",10.7
"1517","KAITHAL","Sirsal-Pz","January 2014",NA
"1518","KAITHAL","Titiana 1(s)","January 2014",NA
"1519","KARNAL","Amin S","January 2014",NA
"1520","KARNAL","Anjanthali-Pz","January 2014",NA
"1521","KARNAL","Balhera-s","January 2014",NA
"1522","KARNAL","Baragaon-Pz","January 2014",NA
"1523","KARNAL","Biana-Pz","January 2014",NA
"1524","KARNAL","Dadupur Khurd-Pz","January 2014",NA
"1525","KARNAL","Dingar Majra-Pz","January 2014",34.2
"1526","KARNAL","Domsi D","January 2014",NA
"1527","KARNAL","Faridpur-Pz","January 2014",28.1
"1528","KARNAL","Gangatheri","January 2014",NA
"1529","KARNAL","Garhi Khajur S","January 2014",NA
"1530","KARNAL","Gharaunda-Pz","January 2014",NA
"1531","KARNAL","Ghiar-Pz","January 2014",NA
"1532","KARNAL","Indri","January 2014",NA
"1533","KARNAL","Jabhala-Pz","January 2014",16.75
"1534","KARNAL","Jalmana PZ","January 2014",NA
"1535","KARNAL","Jaroli Khurd-Pz","January 2014",NA
"1536","KARNAL","Jhanjari-Pz","January 2014",NA
"1537","KARNAL","Jundla1","January 2014",NA
"1538","KARNAL","Kachhwa Pz","January 2014",NA
"1539","KARNAL","Kalri Jagir S","January 2014",NA
"1540","KARNAL","Kurlan-Pz","January 2014",NA
"1541","KARNAL","Kutail S","January 2014",NA
"1542","KARNAL","Majra Roran","January 2014",NA
"1543","KARNAL","Makhala S","January 2014",NA
"1544","KARNAL","Manak Majra-Pz","January 2014",NA
"1545","KARNAL","Mohidinpur-Pz","January 2014",NA
"1546","KARNAL","Mound S","January 2014",NA
"1547","KARNAL","Nalvi Kalan-Pz","January 2014",NA
"1548","KARNAL","Nanhera","January 2014",NA
"1549","KARNAL","Nilokheri-Pz","January 2014",NA
"1550","KARNAL","Padhana-DW","January 2014",NA
"1551","KARNAL","Phurlak S","January 2014",NA
"1552","KARNAL","Phusgarh-Pz","January 2014",NA
"1553","KARNAL","Rambha-Pz","January 2014",NA
"1554","KARNAL","Randauli-Pz","January 2014",NA
"1555","KARNAL","Rattak-Pz","January 2014",NA
"1556","KARNAL","Sagga-Pz","January 2014",NA
"1557","KARNAL","Salarpur-Pz","January 2014",NA
"1558","KARNAL","Salwan-B","January 2014",13.9
"1559","KARNAL","Sambli-Pz-M","January 2014",NA
"1560","KARNAL","Sambli-Pz-S","January 2014",NA
"1561","KARNAL","Saunkra S","January 2014",NA
"1562","KARNAL","Sugar Cane Breeding Farm","January 2014",NA
"1563","KARNAL","Taraori-Pz","January 2014",NA
"1564","KARNAL","Udana-Pz","January 2014",NA
"1565","KURUKSHETRA","Bachki-Pz","January 2014",29.4
"1566","KURUKSHETRA","Ban- Pz","January 2014",25.7
"1567","KURUKSHETRA","Baronda-Pz","January 2014",18.55
"1568","KURUKSHETRA","Berthala S","January 2014",NA
"1569","KURUKSHETRA","Bodhni (s)","January 2014",NA
"1570","KURUKSHETRA","Dabkhera-Pz","January 2014",NA
"1571","KURUKSHETRA","Hatira  (s)","January 2014",NA
"1572","KURUKSHETRA","Ishaque S","January 2014",NA
"1573","KURUKSHETRA","Kaulapur S","January 2014",NA
"1574","KURUKSHETRA","Malikpur-Singhpura-Pz","January 2014",31
"1575","KURUKSHETRA","Murtzapur-Pz","January 2014",24.54
"1576","KURUKSHETRA","Samalkhi-Pz","January 2014",43.5
"1577","KURUKSHETRA","Sirsala-Pz","January 2014",NA
"1578","MAHENDRAGARH","Buchawas","January 2014",NA
"1579","MAHENDRAGARH","Buwana-Pz","January 2014",NA
"1580","MAHENDRAGARH","Deroli Ahir","January 2014",NA
"1581","MAHENDRAGARH","Deroli Ahir1","January 2014",NA
"1582","MAHENDRAGARH","Khatodra-Pz","January 2014",70
"1583","MAHENDRAGARH","Lukhi","January 2014",NA
"1584","MAHENDRAGARH","Narnaul","January 2014",8.9
"1585","PANCHKULA","Devnagar(Panchkula)","January 2014",NA
"1586","PANCHKULA","Dharampur","January 2014",NA
"1587","PANCHKULA","Kakar Majra","January 2014",NA
"1588","PANCHKULA","Khera","January 2014",NA
"1589","PANCHKULA","Mehranwali","January 2014",NA
"1590","PANCHKULA","Parwala","January 2014",NA
"1591","PANCHKULA","Patwi","January 2014",12.84
"1592","PANCHKULA","Raipurrani","January 2014",5.2
"1593","PANIPAT","Babail Pz S","January 2014",NA
"1594","PANIPAT","Babail VS-Pz","January 2014",NA
"1595","PANIPAT","Bhallour Pz","January 2014",NA
"1596","PANIPAT","Dakadla S","January 2014",NA
"1597","PANIPAT","Dharamgarh S","January 2014",NA
"1598","PANIPAT","Etola-Pz-M","January 2014",NA
"1599","PANIPAT","Etola-Pz-S","January 2014",NA
"1600","PANIPAT","Hathwala-Pz","January 2014",8.6
"1601","PANIPAT","Israna Pz","January 2014",NA
"1602","PANIPAT","Karhansh Pz","January 2014",NA
"1603","PANIPAT","Khalila Manjran","January 2014",NA
"1604","PANIPAT","Khelalla Pehl S","January 2014",NA
"1605","PANIPAT","Lohari (s)","January 2014",NA
"1606","PANIPAT","Nariana-PZ","January 2014",NA
"1607","PANIPAT","Nimbri- Pz","January 2014",26.48
"1608","PANIPAT","Patti Kalyana S","January 2014",NA
"1609","PANIPAT","Puther Pz","January 2014",NA
"1610","PANIPAT","Sanauli Khurd-Pz","January 2014",10.9
"1611","PANIPAT","Shahpur","January 2014",NA
"1612","PANIPAT","Sink","January 2014",NA
"1613","PANIPAT","Untilya","January 2014",3.3
"1614","PANIPAT","Urlana Kalan","January 2014",NA
"1615","REWARI","Bahu","January 2014",10.05
"1616","REWARI","Balawas","January 2014",NA
"1617","REWARI","Bawal","January 2014",NA
"1618","REWARI","Bawal DW","January 2014",NA
"1619","REWARI","Bawal Pz","January 2014",NA
"1620","REWARI","Gangaichajat","January 2014",NA
"1621","REWARI","Guriani","January 2014",NA
"1622","REWARI","Karnawas","January 2014",9.6
"1623","REWARI","Kosli","January 2014",12.9
"1624","REWARI","Mandola-Pz","January 2014",60
"1625","REWARI","Nangal Jamalpur-Pz","January 2014",NA
"1626","REWARI","Rholiawas-Pz","January 2014",NA
"1627","REWARI","Sangwari","January 2014",NA
"1628","ROHTAK","Baland","January 2014",NA
"1629","ROHTAK","Bhal Anandpur","January 2014",1.93
"1630","ROHTAK","Hassangarh","January 2014",6.1
"1631","ROHTAK","Kalanaur","January 2014",NA
"1632","ROHTAK","Kalanaur Pz","January 2014",NA
"1633","ROHTAK","Kansala","January 2014",NA
"1634","ROHTAK","Kharawar","January 2014",NA
"1635","ROHTAK","Lakhan Majara","January 2014",NA
"1636","ROHTAK","Lakhan Majra Pz","January 2014",NA
"1637","ROHTAK","Madina","January 2014",NA
"1638","ROHTAK","Mahem","January 2014",NA
"1639","ROHTAK","Nidhana","January 2014",4.55
"1640","ROHTAK","Rukhi","January 2014",1.56
"1641","ROHTAK","Samargopalpur","January 2014",NA
"1642","ROHTAK","Sampla","January 2014",NA
"1643","ROHTAK","Sampla-Pz","January 2014",NA
"1644","SIRSA","Bhuratwala-Pz","January 2014",10.1
"1645","SIRSA","Chormar","January 2014",NA
"1646","SIRSA","Chotala-Pz","January 2014",NA
"1647","SIRSA","Dabwali Dw","January 2014",NA
"1648","SIRSA","Dabwali -Pz S","January 2014",NA
"1649","SIRSA","Darba Kalan-Pz","January 2014",NA
"1650","SIRSA","Ding","January 2014",NA
"1651","SIRSA","Ganga","January 2014",NA
"1652","SIRSA","Ghushiana","January 2014",13.46
"1653","SIRSA","Gigorani","January 2014",NA
"1654","SIRSA","Goriwala","January 2014",16.65
"1655","SIRSA","Goriwala-Pz","January 2014",15.9
"1656","SIRSA","Jamal","January 2014",NA
"1657","SIRSA","Jamal- Pz","January 2014",NA
"1658","SIRSA","Kalanwali Mandi-Pz","January 2014",NA
"1659","SIRSA","Kaluwana","January 2014",10.79
"1660","SIRSA","Karamsana","January 2014",NA
"1661","SIRSA","Kash Ram Dhab","January 2014",12.85
"1662","SIRSA","Khuiyan","January 2014",NA
"1663","SIRSA","Mammer Khera-Pz","January 2014",NA
"1664","SIRSA","Mangala-Pz","January 2014",63.15
"1665","SIRSA","Manjiyana","January 2014",13.96
"1666","SIRSA","Mastian","January 2014",14.47
"1667","SIRSA","Mithri","January 2014",NA
"1668","SIRSA","Nuhian Wali","January 2014",NA
"1669","SIRSA","Odhan Pz","January 2014",NA
"1670","SIRSA","Panniwala Mota","January 2014",9.82
"1671","SIRSA","Phaggu-Pz","January 2014",4.35
"1672","SIRSA","Rasalia Khera","January 2014",19.31
"1673","SIRSA","Rori -DW","January 2014",NA
"1674","SIRSA","Saktakhera","January 2014",NA
"1675","SIRSA","Shergarh-DW","January 2014",8.25
"1676","SIRSA","Sherpura","January 2014",NA
"1677","SIRSA","Sirsa-Pz","January 2014",NA
"1678","SIRSA","Sri Jiwan Nagar-B","January 2014",NA
"1679","SIRSA","Taruwana","January 2014",NA
"1680","SIRSA","Tejakhera","January 2014",NA
"1681","SONIPAT","Ahulana","January 2014",1.65
"1682","SONIPAT","Anwali-Pz","January 2014",NA
"1683","SONIPAT","Barauli-Pz","January 2014",NA
"1684","SONIPAT","Barswani- DW","January 2014",NA
"1685","SONIPAT","Barwasni Pz (s)","January 2014",NA
"1686","SONIPAT","Bega Pz","January 2014",NA
"1687","SONIPAT","Bhainswal","January 2014",2.38
"1688","SONIPAT","Bhunderi","January 2014",NA
"1689","SONIPAT","Bichpuri1","January 2014",NA
"1690","SONIPAT","Bohela","January 2014",NA
"1691","SONIPAT","Butana","January 2014",2.86
"1692","SONIPAT","Chirana","January 2014",NA
"1693","SONIPAT","Datauli-Pz","January 2014",22.64
"1694","SONIPAT","Farmana","January 2014",NA
"1695","SONIPAT","Garhwal","January 2014",NA
"1696","SONIPAT","Gohana Pz","January 2014",NA
"1697","SONIPAT","Jagsi","January 2014",NA
"1698","SONIPAT","Janti Khurd-Pz","January 2014",NA
"1699","SONIPAT","Jhakauli- Pz","January 2014",NA
"1700","SONIPAT","Kami- PZ","January 2014",32.54
"1701","SONIPAT","Kathura Pz","January 2014",NA
"1702","SONIPAT","Khanpur Kalan-Pz","January 2014",NA
"1703","SONIPAT","KheoraPz","January 2014",NA
"1704","SONIPAT","Lath","January 2014",NA
"1705","SONIPAT","Machhri","January 2014",3.85
"1706","SONIPAT","Mahara","January 2014",6.85
"1707","SONIPAT","Manauli-Pz","January 2014",NA
"1708","SONIPAT","Mohana Pzm","January 2014",NA
"1709","SONIPAT","Mundlana DW","January 2014",NA
"1710","SONIPAT","Mundlana- Pz","January 2014",NA
"1711","SONIPAT","Murthal-Pz","January 2014",31.8
"1712","SONIPAT","Nahri","January 2014",4.43
"1713","SONIPAT","Pinana","January 2014",4.15
"1714","SONIPAT","Pugthala-Pz","January 2014",NA
"1715","SONIPAT","Purkhas-Pz","January 2014",11.65
"1716","SONIPAT","Rai(Bahalgarh)","January 2014",NA
"1717","SONIPAT","Rathdhana-Pz","January 2014",20.85
"1718","SONIPAT","Rohat","January 2014",NA
"1719","SONIPAT","Rukhi-Pz","January 2014",NA
"1720","SONIPAT","Sisnah","January 2014",NA
"1721","YAMUNANAGAR","Amadalpur","January 2014",NA
"1722","YAMUNANAGAR","Bhambauli-1 (m)","January 2014",NA
"1723","YAMUNANAGAR","Bilaspur DW","January 2014",3.11
"1724","YAMUNANAGAR","Chhachrauli S","January 2014",NA
"1725","YAMUNANAGAR","Choli","January 2014",1.2
"1726","YAMUNANAGAR","Dhanauri S","January 2014",NA
"1727","YAMUNANAGAR","Dhaurang S","January 2014",NA
"1728","YAMUNANAGAR","Jhiwarheri S","January 2014",NA
"1729","YAMUNANAGAR","Khizrabad","January 2014",NA
"1730","YAMUNANAGAR","Mustafabad DW","January 2014",7.95
"1731","YAMUNANAGAR","Mustafabad-Pz","January 2014",NA
"1732","YAMUNANAGAR","Naggal-S","January 2014",NA
"1733","YAMUNANAGAR","Radaur S","January 2014",NA
"1734","YAMUNANAGAR","Rasulpur","January 2014",NA
"1735","YAMUNANAGAR","Rasulpur DW","January 2014",NA
"1736","YAMUNANAGAR","Sabri","January 2014",5.5
"1737","YAMUNANAGAR","Sadhaura","January 2014",NA
"1738","YAMUNANAGAR","Sadhaura DW","January 2014",7.15
"1739","YAMUNANAGAR","Sadhaura S","January 2014",NA
"1740","YAMUNANAGAR","Shadipur","January 2014",NA
