"","District","Location","Quarter","Depth"
"1","AMBALA","Ambala Cantt","May 2013",2.42
"2","AMBALA","Balana","May 2013",2.06
"3","AMBALA","Dhanaura","May 2013",6.3
"4","AMBALA","Kakru","May 2013",1.98
"5","AMBALA","Khanahmadpur","May 2013",4.17
"6","AMBALA","Mulana","May 2013",3.27
"7","AMBALA","Naraingarh","May 2013",14.09
"8","AMBALA","Panjokhra","May 2013",5.2
"9","AMBALA","Pinjola","May 2013",4.14
"10","BHIWANI","Badala","May 2013",1.85
"11","BHIWANI","Bajina","May 2013",11.22
"12","BHIWANI","Bamla","May 2013",6.93
"13","BHIWANI","Baundkalan","May 2013",2.86
"14","BHIWANI","Bhawani khera DW","May 2013",5.93
"15","BHIWANI","Bhawani Khera Pz","May 2013",7
"16","BHIWANI","Bohal","May 2013",6.78
"17","BHIWANI","Chirya","May 2013",15.06
"18","BHIWANI","Dadri1","May 2013",2.39
"19","BHIWANI","Dhanana","May 2013",1.26
"20","BHIWANI","Gopi","May 2013",NA
"21","BHIWANI","Gurera","May 2013",15.4
"22","BHIWANI","Gurera-pz","May 2013",19.12
"23","BHIWANI","Haluwas","May 2013",2.1
"24","BHIWANI","Imlota","May 2013",NA
"25","BHIWANI","Isharwal","May 2013",18.4
"26","BHIWANI","Jhumpa","May 2013",26.99
"27","BHIWANI","Jhumpa Kalan","May 2013",NA
"28","BHIWANI","Juikalan","May 2013",NA
"29","BHIWANI","Juikalan Pz","May 2013",19.35
"30","BHIWANI","Lachhmanpur","May 2013",8.19
"31","BHIWANI","Lohani","May 2013",13.9
"32","BHIWANI","Mauhala","May 2013",17
"33","BHIWANI","Mehrana","May 2013",14.8
"34","BHIWANI","Miran","May 2013",5.17
"35","BHIWANI","Miran-Pz","May 2013",6.27
"36","BHIWANI","Nayaatela","May 2013",20.26
"37","BHIWANI","Pataudi Khurd","May 2013",NA
"38","BHIWANI","Sagban","May 2013",4.4
"39","BHIWANI","Sangwan PZM","May 2013",4.4
"40","BHIWANI","Sanwar","May 2013",5.05
"41","BHIWANI","Singhani-pz","May 2013",NA
"42","BHIWANI","Siwani","May 2013",13.6
"43","BHIWANI","Sui","May 2013",4.72
"44","BHIWANI","Tosham","May 2013",6.41
"45","BHIWANI","Tosham-Pz","May 2013",8
"46","FARIDABAD","Achheja","May 2013",7.85
"47","FARIDABAD","Badraun","May 2013",7.15
"48","FARIDABAD","Baghaula","May 2013",4.8
"49","FARIDABAD","Ballabhgarh","May 2013",26.99
"50","FARIDABAD","Bamnikhera","May 2013",6.8
"51","FARIDABAD","Barauli-Pz","May 2013",10.12
"52","FARIDABAD","Bhopani","May 2013",19.1
"53","FARIDABAD","Dighaut","May 2013",11.49
"54","FARIDABAD","Hathin","May 2013",13.87
"55","FARIDABAD","Hodel","May 2013",10.12
"56","FARIDABAD","Hodel1","May 2013",10.12
"57","FARIDABAD","Jaindapur","May 2013",NA
"58","FARIDABAD","Jawan- Pz","May 2013",NA
"59","FARIDABAD","Kabulpur","May 2013",14.75
"60","FARIDABAD","Khambi","May 2013",3.71
"61","FARIDABAD","Kot","May 2013",9.81
"62","FARIDABAD","Lakhnaka","May 2013",6.44
"63","FARIDABAD","Lalwa","May 2013",6
"64","FARIDABAD","NH-IV CHQ PZ S","May 2013",48.72
"65","FARIDABAD","Pali2","May 2013",19.6
"66","FARIDABAD","Palwal","May 2013",5.2
"67","FARIDABAD","Palwal-Pz","May 2013",7.1
"68","FARIDABAD","Rasul Pur","May 2013",6.98
"69","FARIDABAD","Thekarka","May 2013",NA
"70","FARIDABAD","Tigaon-Pz","May 2013",NA
"71","FARIDABAD","Tumsara","May 2013",7.33
"72","FATEHABAD","Aharwan S","May 2013",51.59
"73","FATEHABAD","Badopal","May 2013",2.33
"74","FATEHABAD","Jandli Kalan","May 2013",4.12
"75","FATEHABAD","Mehu Wala Pz","May 2013",3.68
"76","FATEHABAD","Nahla","May 2013",8.52
"77","FATEHABAD","Ratia -Pz","May 2013",40.09
"78","FATEHABAD","Sadalpur","May 2013",7.06
"79","FATEHABAD","Samain","May 2013",5.04
"80","FATEHABAD","Sohu","May 2013",5.51
"81","FATEHABAD","Tohana","May 2013",16.67
"82","GURGAON","Akaira","May 2013",6.4
"83","GURGAON","Akbarpur","May 2013",1.8
"84","GURGAON","Basonda Tripati-Pz","May 2013",NA
"85","GURGAON","Chandu Tikly","May 2013",10.6
"86","GURGAON","Fazilpur Badli-Pz","May 2013",21.8
"87","GURGAON","Firozepur Jhirka","May 2013",13.25
"88","GURGAON","Gulaltha","May 2013",NA
"89","GURGAON","Gurgaon","May 2013",35.35
"90","GURGAON","Gurgaon Pz","May 2013",35.35
"91","GURGAON","Haila Mandi","May 2013",NA
"92","GURGAON","Indri","May 2013",3.34
"93","GURGAON","Jaraon Pz","May 2013",NA
"94","GURGAON","Jhanjrola","May 2013",NA
"95","GURGAON","Kasan","May 2013",NA
"96","GURGAON","Khera Khurrampur-Pz","May 2013",17.47
"97","GURGAON","Kheri1","May 2013",4.05
"98","GURGAON","Khori Kalan","May 2013",NA
"99","GURGAON","Lokra-Pz","May 2013",30.62
"100","GURGAON","Luhingakalan","May 2013",4.91
"101","GURGAON","Malab","May 2013",6.7
"102","GURGAON","Meoka-Pz","May 2013",18.1
"103","GURGAON","Mouzabad","May 2013",33.9
"104","GURGAON","Mubarakpur","May 2013",15.3
"105","GURGAON","Nagina","May 2013",6.6
"106","GURGAON","Naharika-Pz","May 2013",NA
"107","GURGAON","Nuh1","May 2013",3.69
"108","GURGAON","Nurgarh-Pz","May 2013",21.7
"109","GURGAON","Pipaka","May 2013",30.1
"110","GURGAON","Pipaka-Shashola","May 2013",30.1
"111","GURGAON","Rangla Dhani-Pz","May 2013",31.7
"112","GURGAON","Raoli","May 2013",11
"113","GURGAON","Sikarwa","May 2013",4.1
"114","GURGAON","Siwari-Pz","May 2013",13.57
"115","GURGAON","Sohna","May 2013",NA
"116","GURGAON","Wazirpur-Pz","May 2013",16.3
"117","HISAR","Adampur-Pz","May 2013",4.22
"118","HISAR","Agroha-Pz","May 2013",9.21
"119","HISAR","Balawas1","May 2013",15.22
"120","HISAR","Balsamand","May 2013",14.7
"121","HISAR","Balsamand-Pz","May 2013",16
"122","HISAR","Banbhauri-Pz","May 2013",5.82
"123","HISAR","Barwala S","May 2013",NA
"124","HISAR","Barwala1","May 2013",11.81
"125","HISAR","Barwala-Pz","May 2013",9.57
"126","HISAR","Bas","May 2013",1.15
"127","HISAR","Basra","May 2013",18.48
"128","HISAR","Behbalpur-Pz","May 2013",4.71
"129","HISAR","Chanaut","May 2013",5.27
"130","HISAR","Chawdhariwas","May 2013",9.19
"131","HISAR","Dhamundicross","May 2013",6.87
"132","HISAR","Dhansu","May 2013",5.25
"133","HISAR","Ghaibipur","May 2013",4.46
"134","HISAR","Ghursal-Pz","May 2013",NA
"135","HISAR","Hissar","May 2013",7.22
"136","HISAR","Hissar-Pz","May 2013",7.21
"137","HISAR","Juglan","May 2013",7.98
"138","HISAR","Kanoh-Pz","May 2013",11.19
"139","HISAR","Khanda Kheri-Pz","May 2013",NA
"140","HISAR","Kherijalab-Pz","May 2013",7.3
"141","HISAR","Khotkalan","May 2013",10.73
"142","HISAR","Kirori","May 2013",13.67
"143","HISAR","Kirtan","May 2013",13.02
"144","HISAR","Mangali-Pz","May 2013",5.59
"145","HISAR","Mirka","May 2013",3.22
"146","HISAR","Mothmajri","May 2013",8.14
"147","HISAR","Muklan","May 2013",6.67
"148","HISAR","Narnaud S","May 2013",11.43
"149","HISAR","Rajli Cross","May 2013",4.08
"150","HISAR","Rajthal1","May 2013",14.13
"151","HISAR","Samani","May 2013",5.46
"152","HISAR","Sorkhi-Pz","May 2013",2.37
"153","HISAR","Umra","May 2013",7.54
"154","JHAJJAR","Badli","May 2013",14.8
"155","JHAJJAR","Bagoa","May 2013",4.83
"156","JHAJJAR","Bahadurgarh","May 2013",NA
"157","JHAJJAR","Chamanpura","May 2013",2.1
"158","JHAJJAR","Chhara","May 2013",7.6
"159","JHAJJAR","Chuchakwas","May 2013",4.98
"160","JHAJJAR","Dighal","May 2013",2.09
"161","JHAJJAR","Dubhaldhan","May 2013",5.88
"162","JHAJJAR","Dulhera","May 2013",3.44
"163","JHAJJAR","Gabhana","May 2013",NA
"164","JHAJJAR","Jhajjar","May 2013",3.42
"165","JHAJJAR","Jhajjar1","May 2013",3.15
"166","JHAJJAR","Kulasi","May 2013",2.9
"167","JHAJJAR","Majra Deswal","May 2013",6.09
"168","JHAJJAR","Mudsa","May 2013",1.18
"169","JHAJJAR","Sankol","May 2013",1.63
"170","JHAJJAR","Subnah","May 2013",NA
"171","JHAJJAR","Wazirpur","May 2013",2.1
"172","JIND","Alewa","May 2013",31.95
"173","JIND","Alewa Pz","May 2013",NA
"174","JIND","ATI Krishna1(s)","May 2013",21.4
"175","JIND","Baroda","May 2013",16.6
"176","JIND","Bhuslana-Pz","May 2013",15.19
"177","JIND","Brahmanwas","May 2013",9.99
"178","JIND","Chhabri","May 2013",7.12
"179","JIND","Dhandauli Pz","May 2013",38.38
"180","JIND","Dorana Pz","May 2013",21.3
"181","JIND","Ghaso","May 2013",14.37
"182","JIND","Jhamula","May 2013",6.36
"183","JIND","Julana Pz","May 2013",6.64
"184","JIND","Kharwal","May 2013",14.34
"185","JIND","Khatkaran","May 2013",13.84
"186","JIND","Korar","May 2013",11.94
"187","JIND","Mohal Khera Pz","May 2013",6.28
"188","JIND","Narwana S","May 2013",3.55
"189","JIND","Narwana S-Pz","May 2013",3.55
"190","JIND","Pillukhera","May 2013",6.18
"191","JIND","Safidon (s)","May 2013",13.5
"192","JIND","Safidon 1(s)","May 2013",13.05
"193","JIND","Uchana","May 2013",18.2
"194","JIND","Uchana Pz","May 2013",19.35
"195","KAITHAL","Guhna","May 2013",23.59
"196","KAITHAL","Jakhauli-Pz","May 2013",10.23
"197","KAITHAL","Jandaula-Pz","May 2013",27.05
"198","KAITHAL","Jateri","May 2013",19.73
"199","KAITHAL","Kalayat","May 2013",3.49
"200","KAITHAL","Kalayat S","May 2013",4.27
"201","KAITHAL","Kathana-Pz","May 2013",11.92
"202","KAITHAL","Kelaram","May 2013",6.9
"203","KAITHAL","Kheorak-Pz","May 2013",28.85
"204","KAITHAL","Manaspatti-Pz","May 2013",33.22
"205","KAITHAL","Mataur","May 2013",7.35
"206","KAITHAL","Mundri","May 2013",16.85
"207","KAITHAL","Padla 1(s)","May 2013",36.81
"208","KAITHAL","Peoda_Pz","May 2013",12.92
"209","KAITHAL","Pundri(s)","May 2013",23.67
"210","KAITHAL","Rajaund-Pz","May 2013",12.22
"211","KAITHAL","Rajound S","May 2013",11.62
"212","KAITHAL","Sirsal-Pz","May 2013",21.5
"213","KAITHAL","Titiana 1(s)","May 2013",20.72
"214","KARNAL","Amin S","May 2013",28.72
"215","KARNAL","Anjanthali-Pz","May 2013",NA
"216","KARNAL","Balhera-s","May 2013",6.63
"217","KARNAL","Baragaon-Pz","May 2013",18.82
"218","KARNAL","Biana-Pz","May 2013",8.79
"219","KARNAL","Dadupur Khurd-Pz","May 2013",13.76
"220","KARNAL","Dingar Majra-Pz","May 2013",34.92
"221","KARNAL","Domsi D","May 2013",23.2
"222","KARNAL","Faridpur-Pz","May 2013",25.9
"223","KARNAL","Gangatheri","May 2013",23.65
"224","KARNAL","Garhi Khajur S","May 2013",15.93
"225","KARNAL","Gharaunda-Pz","May 2013",30.03
"226","KARNAL","Ghiar-Pz","May 2013",8.76
"227","KARNAL","Indri","May 2013",11.59
"228","KARNAL","Jabhala-Pz","May 2013",19.27
"229","KARNAL","Jalmana PZ","May 2013",NA
"230","KARNAL","Jaroli Khurd-Pz","May 2013",6.85
"231","KARNAL","Jhanjari-Pz","May 2013",14.73
"232","KARNAL","Jundla1","May 2013",18.39
"233","KARNAL","Kachhwa Pz","May 2013",17.11
"234","KARNAL","Kalri Jagir S","May 2013",8.09
"235","KARNAL","Kurlan-Pz","May 2013",19.55
"236","KARNAL","Kutail S","May 2013",23.47
"237","KARNAL","Majra Roran","May 2013",20.83
"238","KARNAL","Makhala S","May 2013",7.12
"239","KARNAL","Manak Majra-Pz","May 2013",22.92
"240","KARNAL","Mohidinpur-Pz","May 2013",NA
"241","KARNAL","Mound S","May 2013",19.99
"242","KARNAL","Nalvi Kalan-Pz","May 2013",NA
"243","KARNAL","Nanhera","May 2013",5.38
"244","KARNAL","Nilokheri-Pz","May 2013",21.26
"245","KARNAL","Padhana-DW","May 2013",17.17
"246","KARNAL","Phurlak S","May 2013",22.84
"247","KARNAL","Phusgarh-Pz","May 2013",21.49
"248","KARNAL","Rambha-Pz","May 2013",7.56
"249","KARNAL","Randauli-Pz","May 2013",9.87
"250","KARNAL","Rattak-Pz","May 2013",23.05
"251","KARNAL","Sagga-Pz","May 2013",19.71
"252","KARNAL","Salarpur-Pz","May 2013",NA
"253","KARNAL","Salwan-B","May 2013",17.58
"254","KARNAL","Sambli-Pz-M","May 2013",NA
"255","KARNAL","Sambli-Pz-S","May 2013",NA
"256","KARNAL","Saunkra S","May 2013",20.58
"257","KARNAL","Sugar Cane Breeding Farm","May 2013",23.1
"258","KARNAL","Taraori-Pz","May 2013",20.48
"259","KARNAL","Udana-Pz","May 2013",31.56
"260","KURUKSHETRA","Bachki-Pz","May 2013",29.15
"261","KURUKSHETRA","Ban- Pz","May 2013",25.2
"262","KURUKSHETRA","Baronda-Pz","May 2013",21.38
"263","KURUKSHETRA","Berthala S","May 2013",35.93
"264","KURUKSHETRA","Bodhni (s)","May 2013",31.03
"265","KURUKSHETRA","Dabkhera-Pz","May 2013",34.88
"266","KURUKSHETRA","Hatira  (s)","May 2013",21.15
"267","KURUKSHETRA","Ishaque S","May 2013",26.42
"268","KURUKSHETRA","Kaulapur S","May 2013",38.94
"269","KURUKSHETRA","Malikpur-Singhpura-Pz","May 2013",30.81
"270","KURUKSHETRA","Murtzapur-Pz","May 2013",23.6
"271","KURUKSHETRA","Samalkhi-Pz","May 2013",39.82
"272","KURUKSHETRA","Sirsala-Pz","May 2013",33.44
"273","MAHENDRAGARH","Buchawas","May 2013",26.02
"274","MAHENDRAGARH","Buwana-Pz","May 2013",43.9
"275","MAHENDRAGARH","Deroli Ahir","May 2013",NA
"276","MAHENDRAGARH","Deroli Ahir1","May 2013",15.9
"277","MAHENDRAGARH","Khatodra-Pz","May 2013",71.6
"278","MAHENDRAGARH","Lukhi","May 2013",14.91
"279","MAHENDRAGARH","Narnaul","May 2013",13.31
"280","PANCHKULA","Devnagar(Panchkula)","May 2013",9
"281","PANCHKULA","Dharampur","May 2013",13.7
"282","PANCHKULA","Kakar Majra","May 2013",11.26
"283","PANCHKULA","Khera","May 2013",30.06
"284","PANCHKULA","Mehranwali","May 2013",28.41
"285","PANCHKULA","Parwala","May 2013",17.2
"286","PANCHKULA","Patwi","May 2013",13.63
"287","PANCHKULA","Raipurrani","May 2013",6.73
"288","PANIPAT","Babail Pz S","May 2013",12
"289","PANIPAT","Babail VS-Pz","May 2013",11.9
"290","PANIPAT","Bhallour Pz","May 2013",12.22
"291","PANIPAT","Dakadla S","May 2013",22.11
"292","PANIPAT","Dharamgarh S","May 2013",13.21
"293","PANIPAT","Etola-Pz-M","May 2013",NA
"294","PANIPAT","Etola-Pz-S","May 2013",NA
"295","PANIPAT","Hathwala-Pz","May 2013",10.45
"296","PANIPAT","Israna Pz","May 2013",3.65
"297","PANIPAT","Karhansh Pz","May 2013",NA
"298","PANIPAT","Khalila Manjran","May 2013",4.38
"299","PANIPAT","Khelalla Pehl S","May 2013",NA
"300","PANIPAT","Lohari (s)","May 2013",NA
"301","PANIPAT","Nariana-PZ","May 2013",NA
"302","PANIPAT","Nimbri- Pz","May 2013",25.61
"303","PANIPAT","Patti Kalyana S","May 2013",NA
"304","PANIPAT","Puther Pz","May 2013",NA
"305","PANIPAT","Sanauli Khurd-Pz","May 2013",11.4
"306","PANIPAT","Shahpur","May 2013",2.26
"307","PANIPAT","Sink","May 2013",5.69
"308","PANIPAT","Untilya","May 2013",4.05
"309","PANIPAT","Urlana Kalan","May 2013",11.88
"310","REWARI","Bahu","May 2013",NA
"311","REWARI","Balawas","May 2013",23.08
"312","REWARI","Bawal","May 2013",20.9
"313","REWARI","Bawal DW","May 2013",20.9
"314","REWARI","Bawal Pz","May 2013",28
"315","REWARI","Gangaichajat","May 2013",9.05
"316","REWARI","Guriani","May 2013",18.37
"317","REWARI","Karnawas","May 2013",11.65
"318","REWARI","Kosli","May 2013",NA
"319","REWARI","Mandola-Pz","May 2013",60.12
"320","REWARI","Nangal Jamalpur-Pz","May 2013",70.92
"321","REWARI","Rholiawas-Pz","May 2013",10.65
"322","REWARI","Sangwari","May 2013",12.36
"323","ROHTAK","Baland","May 2013",2.08
"324","ROHTAK","Bhal Anandpur","May 2013",NA
"325","ROHTAK","Hassangarh","May 2013",6.7
"326","ROHTAK","Kalanaur","May 2013",2.17
"327","ROHTAK","Kalanaur Pz","May 2013",NA
"328","ROHTAK","Kansala","May 2013",3.23
"329","ROHTAK","Kharawar","May 2013",5.55
"330","ROHTAK","Lakhan Majara","May 2013",2.7
"331","ROHTAK","Lakhan Majra Pz","May 2013",2.7
"332","ROHTAK","Madina","May 2013",3.61
"333","ROHTAK","Mahem","May 2013",12.1
"334","ROHTAK","Nidhana","May 2013",2.5
"335","ROHTAK","Rukhi","May 2013",3.37
"336","ROHTAK","Samargopalpur","May 2013",2.87
"337","ROHTAK","Sampla","May 2013",1.37
"338","ROHTAK","Sampla-Pz","May 2013",1.37
"339","SIRSA","Bhuratwala-Pz","May 2013",11.24
"340","SIRSA","Chormar","May 2013",16.66
"341","SIRSA","Chotala-Pz","May 2013",9.76
"342","SIRSA","Dabwali Dw","May 2013",9.55
"343","SIRSA","Dabwali -Pz S","May 2013",7.37
"344","SIRSA","Darba Kalan-Pz","May 2013",2.02
"345","SIRSA","Ding","May 2013",20.41
"346","SIRSA","Ganga","May 2013",9.75
"347","SIRSA","Ghushiana","May 2013",14.14
"348","SIRSA","Gigorani","May 2013",5.42
"349","SIRSA","Goriwala","May 2013",16.98
"350","SIRSA","Goriwala-Pz","May 2013",16.19
"351","SIRSA","Jamal","May 2013",5.66
"352","SIRSA","Jamal- Pz","May 2013",5.72
"353","SIRSA","Kalanwali Mandi-Pz","May 2013",7.86
"354","SIRSA","Kaluwana","May 2013",11.22
"355","SIRSA","Karamsana","May 2013",9.23
"356","SIRSA","Kash Ram Dhab","May 2013",12.28
"357","SIRSA","Khuiyan","May 2013",13.76
"358","SIRSA","Mammer Khera-Pz","May 2013",18.97
"359","SIRSA","Mangala-Pz","May 2013",61.26
"360","SIRSA","Manjiyana","May 2013",14.28
"361","SIRSA","Mastian","May 2013",15.97
"362","SIRSA","Mithri","May 2013",16.6
"363","SIRSA","Nuhian Wali","May 2013",15.13
"364","SIRSA","Odhan Pz","May 2013",14.66
"365","SIRSA","Panniwala Mota","May 2013",10.53
"366","SIRSA","Phaggu-Pz","May 2013",4.5
"367","SIRSA","Rasalia Khera","May 2013",19.32
"368","SIRSA","Rori -DW","May 2013",8.01
"369","SIRSA","Saktakhera","May 2013",4.55
"370","SIRSA","Shergarh-DW","May 2013",NA
"371","SIRSA","Sherpura","May 2013",15.58
"372","SIRSA","Sirsa-Pz","May 2013",33.81
"373","SIRSA","Sri Jiwan Nagar-B","May 2013",38.55
"374","SIRSA","Taruwana","May 2013",7.96
"375","SIRSA","Tejakhera","May 2013",5.37
"376","SONIPAT","Ahulana","May 2013",2.9
"377","SONIPAT","Anwali-Pz","May 2013",2.55
"378","SONIPAT","Barauli-Pz","May 2013",NA
"379","SONIPAT","Barswani- DW","May 2013",5.14
"380","SONIPAT","Barwasni Pz (s)","May 2013",NA
"381","SONIPAT","Bega Pz","May 2013",NA
"382","SONIPAT","Bhainswal","May 2013",3.63
"383","SONIPAT","Bhunderi","May 2013",2.06
"384","SONIPAT","Bichpuri1","May 2013",6.73
"385","SONIPAT","Bohela","May 2013",3.99
"386","SONIPAT","Butana","May 2013",4.04
"387","SONIPAT","Chirana","May 2013",2.65
"388","SONIPAT","Datauli-Pz","May 2013",22.22
"389","SONIPAT","Farmana","May 2013",7.64
"390","SONIPAT","Garhwal","May 2013",2.75
"391","SONIPAT","Gohana Pz","May 2013",17.66
"392","SONIPAT","Jagsi","May 2013",1.97
"393","SONIPAT","Janti Khurd-Pz","May 2013",12.9
"394","SONIPAT","Jhakauli- Pz","May 2013",NA
"395","SONIPAT","Kami- PZ","May 2013",32
"396","SONIPAT","Kathura Pz","May 2013",1.94
"397","SONIPAT","Khanpur Kalan-Pz","May 2013",6.05
"398","SONIPAT","KheoraPz","May 2013",NA
"399","SONIPAT","Lath","May 2013",1.67
"400","SONIPAT","Machhri","May 2013",3.11
"401","SONIPAT","Mahara","May 2013",7.86
"402","SONIPAT","Manauli-Pz","May 2013",NA
"403","SONIPAT","Mohana Pzm","May 2013",NA
"404","SONIPAT","Mundlana DW","May 2013",4.73
"405","SONIPAT","Mundlana- Pz","May 2013",NA
"406","SONIPAT","Murthal-Pz","May 2013",31.13
"407","SONIPAT","Nahri","May 2013",NA
"408","SONIPAT","Pinana","May 2013",6.47
"409","SONIPAT","Pugthala-Pz","May 2013",6.05
"410","SONIPAT","Purkhas-Pz","May 2013",12.65
"411","SONIPAT","Rai(Bahalgarh)","May 2013",22.75
"412","SONIPAT","Rathdhana-Pz","May 2013",20.25
"413","SONIPAT","Rohat","May 2013",6.51
"414","SONIPAT","Rukhi-Pz","May 2013",3.37
"415","SONIPAT","Sisnah","May 2013",7.02
"416","YAMUNANAGAR","Amadalpur","May 2013",3.32
"417","YAMUNANAGAR","Bhambauli-1 (m)","May 2013",17.09
"418","YAMUNANAGAR","Bilaspur DW","May 2013",4.66
"419","YAMUNANAGAR","Chhachrauli S","May 2013",15.35
"420","YAMUNANAGAR","Choli","May 2013",3.37
"421","YAMUNANAGAR","Dhanauri S","May 2013",14.45
"422","YAMUNANAGAR","Dhaurang S","May 2013",15.76
"423","YAMUNANAGAR","Jhiwarheri S","May 2013",30.06
"424","YAMUNANAGAR","Khizrabad","May 2013",16.74
"425","YAMUNANAGAR","Mustafabad DW","May 2013",9.1
"426","YAMUNANAGAR","Mustafabad-Pz","May 2013",NA
"427","YAMUNANAGAR","Naggal-S","May 2013",5.82
"428","YAMUNANAGAR","Radaur S","May 2013",15.23
"429","YAMUNANAGAR","Rasulpur","May 2013",NA
"430","YAMUNANAGAR","Rasulpur DW","May 2013",8.09
"431","YAMUNANAGAR","Sabri","May 2013",7.08
"432","YAMUNANAGAR","Sadhaura","May 2013",NA
"433","YAMUNANAGAR","Sadhaura DW","May 2013",8.43
"434","YAMUNANAGAR","Sadhaura S","May 2013",7.63
"435","YAMUNANAGAR","Shadipur","May 2013",5.9
"436","AMBALA","Ambala Cantt","August 2013",NA
"437","AMBALA","Balana","August 2013",NA
"438","AMBALA","Dhanaura","August 2013",2.9
"439","AMBALA","Kakru","August 2013",0.38
"440","AMBALA","Khanahmadpur","August 2013",NA
"441","AMBALA","Mulana","August 2013",NA
"442","AMBALA","Naraingarh","August 2013",NA
"443","AMBALA","Panjokhra","August 2013",3.25
"444","AMBALA","Pinjola","August 2013",3.54
"445","BHIWANI","Badala","August 2013",1.95
"446","BHIWANI","Bajina","August 2013",11.3
"447","BHIWANI","Bamla","August 2013",7.18
"448","BHIWANI","Baundkalan","August 2013",1.81
"449","BHIWANI","Bhawani khera DW","August 2013",6.45
"450","BHIWANI","Bhawani Khera Pz","August 2013",6.96
"451","BHIWANI","Bohal","August 2013",5.95
"452","BHIWANI","Chirya","August 2013",14.36
"453","BHIWANI","Dadri1","August 2013",NA
"454","BHIWANI","Dhanana","August 2013",0.94
"455","BHIWANI","Gopi","August 2013",NA
"456","BHIWANI","Gurera","August 2013",15.95
"457","BHIWANI","Gurera-pz","August 2013",NA
"458","BHIWANI","Haluwas","August 2013",1.72
"459","BHIWANI","Imlota","August 2013",NA
"460","BHIWANI","Isharwal","August 2013",17.1
"461","BHIWANI","Jhumpa","August 2013",27.9
"462","BHIWANI","Jhumpa Kalan","August 2013",NA
"463","BHIWANI","Juikalan","August 2013",28.44
"464","BHIWANI","Juikalan Pz","August 2013",NA
"465","BHIWANI","Lachhmanpur","August 2013",3.2
"466","BHIWANI","Lohani","August 2013",NA
"467","BHIWANI","Mauhala","August 2013",20.5
"468","BHIWANI","Mehrana","August 2013",15.8
"469","BHIWANI","Miran","August 2013",NA
"470","BHIWANI","Miran-Pz","August 2013",NA
"471","BHIWANI","Nayaatela","August 2013",20.21
"472","BHIWANI","Pataudi Khurd","August 2013",NA
"473","BHIWANI","Sagban","August 2013",NA
"474","BHIWANI","Sangwan PZM","August 2013",NA
"475","BHIWANI","Sanwar","August 2013",NA
"476","BHIWANI","Singhani-pz","August 2013",NA
"477","BHIWANI","Siwani","August 2013",13.47
"478","BHIWANI","Sui","August 2013",NA
"479","BHIWANI","Tosham","August 2013",6
"480","BHIWANI","Tosham-Pz","August 2013",NA
"481","FARIDABAD","Achheja","August 2013",NA
"482","FARIDABAD","Badraun","August 2013",NA
"483","FARIDABAD","Baghaula","August 2013",2.39
"484","FARIDABAD","Ballabhgarh","August 2013",NA
"485","FARIDABAD","Bamnikhera","August 2013",NA
"486","FARIDABAD","Barauli-Pz","August 2013",NA
"487","FARIDABAD","Bhopani","August 2013",NA
"488","FARIDABAD","Dighaut","August 2013",NA
"489","FARIDABAD","Hathin","August 2013",NA
"490","FARIDABAD","Hodel","August 2013",NA
"491","FARIDABAD","Hodel1","August 2013",NA
"492","FARIDABAD","Jaindapur","August 2013",NA
"493","FARIDABAD","Jawan- Pz","August 2013",NA
"494","FARIDABAD","Kabulpur","August 2013",NA
"495","FARIDABAD","Khambi","August 2013",NA
"496","FARIDABAD","Kot","August 2013",NA
"497","FARIDABAD","Lakhnaka","August 2013",NA
"498","FARIDABAD","Lalwa","August 2013",NA
"499","FARIDABAD","NH-IV CHQ PZ S","August 2013",NA
"500","FARIDABAD","Pali2","August 2013",NA
"501","FARIDABAD","Palwal","August 2013",NA
"502","FARIDABAD","Palwal-Pz","August 2013",NA
"503","FARIDABAD","Rasul Pur","August 2013",5.74
"504","FARIDABAD","Thekarka","August 2013",NA
"505","FARIDABAD","Tigaon-Pz","August 2013",NA
"506","FARIDABAD","Tumsara","August 2013",5.98
"507","FATEHABAD","Aharwan S","August 2013",NA
"508","FATEHABAD","Badopal","August 2013",1.93
"509","FATEHABAD","Jandli Kalan","August 2013",NA
"510","FATEHABAD","Mehu Wala Pz","August 2013",NA
"511","FATEHABAD","Nahla","August 2013",6.61
"512","FATEHABAD","Ratia -Pz","August 2013",NA
"513","FATEHABAD","Sadalpur","August 2013",NA
"514","FATEHABAD","Samain","August 2013",1.95
"515","FATEHABAD","Sohu","August 2013",NA
"516","FATEHABAD","Tohana","August 2013",15.68
"517","GURGAON","Akaira","August 2013",5.8
"518","GURGAON","Akbarpur","August 2013",NA
"519","GURGAON","Basonda Tripati-Pz","August 2013",NA
"520","GURGAON","Chandu Tikly","August 2013",NA
"521","GURGAON","Fazilpur Badli-Pz","August 2013",22.2
"522","GURGAON","Firozepur Jhirka","August 2013",10.75
"523","GURGAON","Gulaltha","August 2013",1.2
"524","GURGAON","Gurgaon","August 2013",NA
"525","GURGAON","Gurgaon Pz","August 2013",NA
"526","GURGAON","Haila Mandi","August 2013",NA
"527","GURGAON","Indri","August 2013",2.2
"528","GURGAON","Jaraon Pz","August 2013",NA
"529","GURGAON","Jhanjrola","August 2013",NA
"530","GURGAON","Kasan","August 2013",NA
"531","GURGAON","Khera Khurrampur-Pz","August 2013",17.35
"532","GURGAON","Kheri1","August 2013",NA
