"","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
"0","105","IND","India","1","Andaman and Nicobar","1","Nicobar Islands","1","n.a. ( 2304)","0",NA,"Taluk","Taluk",NA,NA
"1","105","IND","India","1","Andaman and Nicobar","2","North and Middle Andaman","2","n.a. ( 2178)","0",NA,"Taluk","Taluk",NA,NA
"2","105","IND","India","1","Andaman and Nicobar","3","South Andaman","3","n.a. ( 2178)","0",NA,"Taluk","Taluk",NA,NA
"3","105","IND","India","2","Andhra Pradesh","4","Anantapur","4","Anantapur","0",NA,"Taluk","Taluk",NA,NA
"4","105","IND","India","2","Andhra Pradesh","4","Anantapur","5","Dharmavaram","0",NA,"Taluk","Taluk",NA,NA
"5","105","IND","India","2","Andhra Pradesh","4","Anantapur","6","Gooty","0",NA,"Taluk","Taluk",NA,NA
